OBJECTID,ANO,CDMUN,NMMUN,NMEST,NMREG,VZHURM3S,VZHRUM3S,VZINDM3S,VZMINM3S,VZTERM3S,VZANIM3S,VZIRRM3S,VZTOTM3S,SHAPE_Length,SHAPE_Area
3445,2020,3515509,Fernandópolis,SP,REGIÃO SUDESTE,0.18121474,0.00228229,0.23779493,0,0,0.0356417,0.2615049,0.71843856,1.33704196485441,0.0475592969266009
3446,2020,3515608,Fernando Prestes,SP,REGIÃO SUDESTE,0.01137247,0.00081157,0.00238716,0,0,0.00212415,0.18804794,0.20474329,0.637135939697412,0.0148566911269216
3447,2020,3515657,Fernão,SP,REGIÃO SUDESTE,0.00227809,0.00088457,2.248e-05,4.3e-07,0,0.00465723,0.09363594,0.10147875,0.547021252833468,0.00883467035514287
3448,2020,3515707,Ferraz de Vasconcelos,SP,REGIÃO SUDESTE,0.3432263,0.01274999,0.07045018,0,0,0.00010222,0,0.42652869,0.343273765620296,0.00261479135829429
3449,2020,3515806,Flora Rica,SP,REGIÃO SUDESTE,0.00300402,0.00024866,0,0,0,0.01122583,0,0.01447851,0.695641025126225,0.0196633430737481
3450,2020,3515905,Floreal,SP,REGIÃO SUDESTE,0.00624095,0.00060779,0.00032531,0,0,0.01438435,0.00387278,0.02543118,0.831849843587555,0.0177094722199868
3451,2020,3516002,Flórida Paulista,SP,REGIÃO SUDESTE,0.02535219,0.00463575,0.00173199,0,0,0.02519223,0.0017375,0.05864966,1.26417467397609,0.0457784917651909
3452,2020,3516101,Florínia,SP,REGIÃO SUDESTE,0.00632781,0.00030958,0,0,0,0.00069637,0.12804316,0.13537692,0.893468739153909,0.0198559879767016
3453,2020,3516200,Franca,SP,REGIÃO SUDESTE,0.76004745,0.00824351,0.42383343,5.429e-05,0,0.01525705,0.35063161,1.55806735,2.18515905324779,0.052465179331733
3454,2020,3516309,Francisco Morato,SP,REGIÃO SUDESTE,0.3758577,0.00081437,0.00215583,0,0,0.00015371,0,0.37898161,0.405741536164465,0.00433082359960529
3455,2020,3516408,Franco da Rocha,SP,REGIÃO SUDESTE,0.28570083,0.01800031,0.02217054,0,0,0.00019534,0.00864207,0.33470908,0.755497976657258,0.0118434788484002
3456,2020,3516507,Gabriel Monteiro,SP,REGIÃO SUDESTE,0.00544202,0.00043819,0.00945107,0,0,0.00537253,0.06889071,0.08959451,0.562366470901075,0.0120755924749031
3457,2020,3516606,Gália,SP,REGIÃO SUDESTE,0.01330018,0.00204237,0.00266538,0,0,0.01208799,0.47996544,0.51006137,1.25323367917179,0.0312048969726604
3458,2020,3516705,Garça,SP,REGIÃO SUDESTE,0.1120704,0.00393377,0.01438781,0,0,0.02681067,1.1581753,1.31537795,1.49898026616453,0.0486714195954289
3459,2020,3516804,Gastão Vidigal,SP,REGIÃO SUDESTE,0.00865544,0.00045769,7.56e-06,0,0,0.00979201,0.00216546,0.02107815,0.660537251722714,0.0156983301697066
3460,2020,3516853,Gavião Peixoto,SP,REGIÃO SUDESTE,0.01741709,0.00107102,0.00507095,0,0,0.00117735,0,0.02473641,0.99567823614935,0.0212884798131801
3461,2020,3516903,General Salgado,SP,REGIÃO SUDESTE,0.02113071,0.00173047,0.00013639,0,0,0.02643952,0.00712097,0.05655806,1.25456572952768,0.0427573838663277
3462,2020,3517000,Getulina,SP,REGIÃO SUDESTE,0.02826975,0.002905,0.00022556,0,0,0.02398247,0.02333894,0.07872172,1.61256638235842,0.0592689468396021
3463,2020,3517109,Glicério,SP,REGIÃO SUDESTE,0.0107015,0.00158046,0.0045271,0.0007581,0,0.0090248,0.24063694,0.2672289,1.09987033420382,0.0238175572643813
3464,2020,3517208,Guaiçara,SP,REGIÃO SUDESTE,0.02903672,0.00125226,0.00539861,0,0,0.01089325,0.15813252,0.20471336,1.24099415693382,0.0236442904279828
3465,2020,3517307,Guaimbê,SP,REGIÃO SUDESTE,0.01152678,0.00071856,0,2.369e-05,0,0.01040136,0,0.02267039,0.70060892216714,0.0190507951355395
3466,2020,3517406,Guaíra,SP,REGIÃO SUDESTE,0.14343553,0.00100954,1.2902954,0.00016139,0,0.00883312,2.01071002,3.454445,1.96050477606532,0.108844634477411
3467,2020,3517505,Guapiaçu,SP,REGIÃO SUDESTE,0.05970119,0.00265944,0.04035207,8.07e-06,0,0.01671378,0.01972185,0.13915639,0.911451426735922,0.0281787831960165
3468,2020,3517604,Guapiara,SP,REGIÃO SUDESTE,0.01659329,0.01414475,0.00800395,0.00403029,0,0.00783361,0.22593468,0.27654058,1.21388249319359,0.0362876142400527
3469,2020,3517703,Guará,SP,REGIÃO SUDESTE,0.05740873,0.00059049,0.00098214,0.00086081,0,0.00370849,0.03647771,0.10002837,0.988812549120147,0.0313842232956753
3470,2020,3517802,Guaraçaí,SP,REGIÃO SUDESTE,0.01776017,0.00207194,0.00262089,0,0,0.0274448,0.01897541,0.06887321,1.74574798803701,0.0495334587077742
3471,2020,3517901,Guaraci,SP,REGIÃO SUDESTE,0.0270155,0.00114514,0.15017715,0.00022401,0,0.00786151,0.10172298,0.28814628,1.32046209452858,0.0555042478339615
3472,2020,3518008,Guarani d'Oeste,SP,REGIÃO SUDESTE,0.00442932,0.00030219,0.0005028,0,0,0.0072951,0.01281766,0.02534707,0.404642257009548,0.00738598501908962
3473,2020,3518107,Guarantã,SP,REGIÃO SUDESTE,0.01110577,0.00093247,0.00915052,0,0,0.026845,0.08878002,0.13681378,1.19917967241009,0.0403072096017716
3474,2020,3518206,Guararapes,SP,REGIÃO SUDESTE,0.09398524,0.00272292,0.27256457,0,0,0.03875082,0.08296134,0.49098489,2.2053266702081,0.0832357450395543
3475,2020,3518305,Guararema,SP,REGIÃO SUDESTE,0.07035102,0.00421052,0.01902979,0.00104765,0,0.00823139,0.02540442,0.12827479,0.899681731594774,0.0239272580082267
3476,2020,3518404,Guaratinguetá,SP,REGIÃO SUDESTE,0.43019682,0.00818932,0.06347669,0.0006914,0,0.05007566,0.38408467,0.93671455,1.81909362290406,0.0661911954269378
3477,2020,3518503,Guareí,SP,REGIÃO SUDESTE,0.02282865,0.01162571,0.00416239,0,0,0.03673454,0.00518495,0.08053623,1.29950562014069,0.0500169705708159
3478,2020,3518602,Guariba,SP,REGIÃO SUDESTE,0.08710085,0.00090438,0.40144208,9.781e-05,0,0.00112547,0.00275484,0.49342542,0.753011571885448,0.0235418746158275
3479,2020,3518701,Guarujá,SP,REGIÃO SUDESTE,1.33708124,0,0.02967806,0,0,0,0,1.3667593,1.03802356727299,0.0127242674100937
3480,2020,3518800,Guarulhos,SP,REGIÃO SUDESTE,2.62129424,0,0.7530958,0.00307937,0,9.62e-06,0.02214962,3.39962864,1.02998003788742,0.028150967056384
3481,2020,3518859,Guatapará,SP,REGIÃO SUDESTE,0.01195121,0.00217225,0.00082307,0.00042247,0,0.00667134,0.01197941,0.03401975,1.18926075165355,0.0360502273411654
3482,2020,3518909,Guzolândia,SP,REGIÃO SUDESTE,0.00962987,0.00083445,0.00077369,0,0,0.01708695,0.04837283,0.07669778,0.797913913246929,0.0218402216609908
3483,2020,3519006,Herculândia,SP,REGIÃO SUDESTE,0.02534901,0.00085916,0.00619217,8.74e-06,0,0.02159568,0.02840941,0.08241417,1.04294866068848,0.031882025975751
3484,2020,3519055,Holambra,SP,REGIÃO SUDESTE,0.03176309,0.0045638,0.02461052,0,0,0.00858188,0.05969252,0.1292118,0.449184725114339,0.00576049095819801
3485,2020,3519071,Hortolândia,SP,REGIÃO SUDESTE,0.56863251,0,0.06265988,0.0002825,0,0,0.00217978,0.63375466,0.36931444815165,0.00548024355075022
3486,2020,3519105,Iacanga,SP,REGIÃO SUDESTE,0.04045163,0.00192359,0.2844019,6.45e-06,0,0.01075883,0.48569878,0.82324118,1.08611671262581,0.0478372498138325
3487,2020,3519204,Iacri,SP,REGIÃO SUDESTE,0.01182789,0.00126781,0.00136653,0,0,0.01938891,0,0.03385114,1.055019063454,0.0281777365013837
3488,2020,3519253,Iaras,SP,REGIÃO SUDESTE,0.01002239,0.00757809,0.00052059,0,0,0.01189447,0.15051577,0.18053131,1.0564179835855,0.0352997426943008
3489,2020,3519303,Ibaté,SP,REGIÃO SUDESTE,0.08691303,0.00156955,0.24047736,0,0,0.0027764,0.24299819,0.57473453,0.977520451529117,0.0254118698005751
3490,2020,3519402,Ibirá,SP,REGIÃO SUDESTE,0.0284424,0.00106536,0.00529044,0.00081219,0,0.00899259,0.04208891,0.08669189,0.86996208836019,0.023632913282747
3491,2020,3519501,Ibirarema,SP,REGIÃO SUDESTE,0.0258685,0.00068652,0.00496298,0,0,0.00287853,0.06895511,0.10335164,0.827079785797001,0.0200823795143312
3492,2020,3519600,Ibitinga,SP,REGIÃO SUDESTE,0.18431432,0.00219154,0.05336264,0.00018005,0,0.01032797,0.18034862,0.43072514,1.80228194625939,0.0601939817530672
3493,2020,3519709,Ibiúna,SP,REGIÃO SUDESTE,0.08946231,0.07171052,0.01465657,0.00018172,0,0.00389199,0.37841028,0.55831339,2.23939487542678,0.0937460563704755
3494,2020,3519808,Icém,SP,REGIÃO SUDESTE,0.01580897,0.00158854,1.949e-05,0.0021483,0,0.00617619,0.03766519,0.06340668,1.05996744497485,0.031370949728433
3495,2020,3519907,Iepê,SP,REGIÃO SUDESTE,0.02358213,0.00085148,0.00074035,0,0,0.01060581,0.09691278,0.13269255,1.22888679861387,0.052316165669912
3496,2020,3520004,Igaraçu do Tietê,SP,REGIÃO SUDESTE,0.09512098,0.00010338,0.00176035,0,0,0.00013661,0.00020742,0.09732874,0.467273698767935,0.00857864825729045
3497,2020,3520103,Igarapava,SP,REGIÃO SUDESTE,0.07007975,0.00190975,0.23506271,0.00032735,0,0.00781351,0.01306749,0.32826057,1.17984507269637,0.0404347132338997
3498,2020,3520202,Igaratá,SP,REGIÃO SUDESTE,0.03021704,0.00182485,0.00273288,0,0,0.00592345,0.00034944,0.04104765,0.986273653942459,0.0258275612038776
3499,2020,3520301,Iguape,SP,REGIÃO SUDESTE,0.08999358,0.00438136,0.00085882,0.00036753,0,0.00674261,0.05420132,0.15654522,2.57475949274801,0.176252594323343
3500,2020,3520400,Ilhabela,SP,REGIÃO SUDESTE,0.08218271,0.00020414,0.00025125,0,0,4.363e-05,0,0.08268174,1.53132414571387,0.0308024123940693
3501,2020,3520426,Ilha Comprida,SP,REGIÃO SUDESTE,0.04689622,0,5.418e-05,0,0,0,4.631e-05,0.04699671,1.40119740468465,0.0171483169687751
3502,2020,3520442,Ilha Solteira,SP,REGIÃO SUDESTE,0.10430705,0.00240008,0.00358096,3.78e-06,0,0.01350373,0.03365336,0.15744897,1.3400857809073,0.0564714995341946
3503,2020,3520509,Indaiatuba,SP,REGIÃO SUDESTE,0.70384725,0.00236108,0.12755259,0.0001999,0,0.00790942,0.12905548,0.97092571,0.980066707233128,0.0275053641409964
3504,2020,3520608,Indiana,SP,REGIÃO SUDESTE,0.01565796,0.00081468,0.00133149,1.52e-05,0,0.0110371,0.0158868,0.04474323,0.555944247300797,0.0110843336849945
3505,2020,3520707,Indiaporã,SP,REGIÃO SUDESTE,0.01008051,0.00051682,0.000434,0,0,0.02118665,0.14149174,0.17370972,0.732408418436338,0.0241268000001337
3506,2020,3520806,Inúbia Paulista,SP,REGIÃO SUDESTE,0.00781821,0.00052948,0.00059518,0,0,0.00780466,0.00153023,0.01827777,0.497558636203256,0.00763127344398958
3507,2020,3520905,Ipaussu,SP,REGIÃO SUDESTE,0.04382524,0.0012922,0.18186278,0,0,0.00308737,0.01065177,0.24071935,0.606410707482621,0.0184746135547909
3508,2020,3521002,Iperó,SP,REGIÃO SUDESTE,0.05682049,0.02090239,0.00687188,0.00081424,0,0.00418853,0.02645801,0.11605553,0.925772306398313,0.0150421719110454
3509,2020,3521101,Ipeúna,SP,REGIÃO SUDESTE,0.02005167,0.00108606,0.02406687,0.00040627,0,0.00799307,0.00285317,0.05645712,0.795625063643221,0.0166667100370178
3510,2020,3521150,Ipiguá,SP,REGIÃO SUDESTE,0.01075377,0.0026816,0.00168623,0,0,0.00683419,0.01271316,0.03466895,0.621112662126886,0.0117602473228531
3511,2020,3521200,Iporanga,SP,REGIÃO SUDESTE,0.00625633,0.00185297,0,0,0,0.00269535,0.00612982,0.01693447,2.71214270639421,0.102627992016198
3512,2020,3521309,Ipuã,SP,REGIÃO SUDESTE,0.04363367,0.00069752,0.00980351,0,0,0.00361587,0.19224204,0.24999262,1.04575542919927,0.0403203314683547
3513,2020,3521408,Iracemápolis,SP,REGIÃO SUDESTE,0.04004222,0.00028109,0.36712062,6.54e-06,0,6.856e-05,0,0.40751903,0.65630049056857,0.010109718478127
3514,2020,3521507,Irapuã,SP,REGIÃO SUDESTE,0.01602765,0.0007808,0.00051779,0,0,0.00748143,0.17823326,0.20304092,0.848049540520122,0.0224442609930441
3515,2020,3521606,Irapuru,SP,REGIÃO SUDESTE,0.01720548,0.00359878,3.861e-05,0,0,0.01433819,0.02418246,0.05936353,1.00567728910954,0.018729039466109
3516,2020,3521705,Itaberá,SP,REGIÃO SUDESTE,0.02519017,0.00613332,0.00215773,5.008e-05,0,0.02607121,1.56523981,1.62484233,1.74778577257259,0.0984407790642599
3517,2020,3521804,Itaí,SP,REGIÃO SUDESTE,0.04585747,0.00864517,0.05622715,0.00015199,0,0.01740467,2.22825236,2.35653881,1.84421794110881,0.0956961116252768
3518,2020,3521903,Itajobi,SP,REGIÃO SUDESTE,0.04088196,0.0024962,0.0109155,0,0,0.00720197,0.38208158,0.4435772,1.10226325759811,0.0437176159832156
3519,2020,3522000,Itaju,SP,REGIÃO SUDESTE,0.01454311,0.00106216,0.0019107,6.187e-05,0,0.00973404,0.03756229,0.06487417,0.807020234987157,0.0200929182975252
3520,2020,3522109,Itanhaém,SP,REGIÃO SUDESTE,0.39116337,0.00110915,0.00219618,1.438e-05,0,0.00086708,0,0.39535017,1.42565078261559,0.0534250283882537
3521,2020,3522158,Itaóca,SP,REGIÃO SUDESTE,0.003491,0.00219142,0,0.00425775,0,0.00733222,0,0.01727239,0.787681973528574,0.0163168496592951
3522,2020,3522208,Itapecerica da Serra,SP,REGIÃO SUDESTE,0.35465925,0.00162245,0.02118885,0.00514623,0,0,0.00434973,0.38696652,0.633698319268459,0.0133604448693111
3523,2020,3522307,Itapetininga,SP,REGIÃO SUDESTE,0.37792565,0.0192284,0.14712426,0.00105322,0,0.05794929,0.57358098,1.17686179,3.09737031999927,0.158425869148065
3524,2020,3522406,Itapeva,SP,REGIÃO SUDESTE,0.20583532,0.0131382,0.03328991,0,0,0.0231859,2.17809911,2.45354844,3.29516537702724,0.16194318700789
3525,2020,3522505,Itapevi,SP,REGIÃO SUDESTE,0.5942142,0,0.0834774,0,0,0,0,0.6776916,0.460473654837747,0.00730978383817863
3526,2020,3522604,Itapira,SP,REGIÃO SUDESTE,0.21664709,0.00667791,0.12471381,0.00040671,0,0.02568333,0.03832213,0.41245098,1.19477150143777,0.0454727856187417
3527,2020,3522653,Itapirapuã Paulista,SP,REGIÃO SUDESTE,0.00394709,0.00294533,0,0,0,0.00305283,0,0.00994525,1.15570335866639,0.0362261534304562
3528,2020,3522703,Itápolis,SP,REGIÃO SUDESTE,0.11389949,0.00403173,0.05945139,0.00017096,0,0.01315912,0.38806843,0.57878111,1.71442188968638,0.0869134281605398
3529,2020,3522802,Itaporanga,SP,REGIÃO SUDESTE,0.0243749,0.00415277,0.00283764,0,0,0.02490557,0.18015247,0.23642335,1.553453290238,0.0449389666990137
3530,2020,3522901,Itapuí,SP,REGIÃO SUDESTE,0.03714814,0.00048445,0.04575185,0,0,0.0021639,0.01724824,0.10279658,0.483476570437379,0.0123352062678678
3531,2020,3523008,Itapura,SP,REGIÃO SUDESTE,0.00961771,0.00149462,0,0.00049181,0,0.0063971,0.25902322,0.27702446,0.769064293421084,0.0261116968201565
3532,2020,3523107,Itaquaquecetuba,SP,REGIÃO SUDESTE,0.80978409,0,0.09681667,0.00050915,0,0.00057841,0.01365223,0.92134054,0.494793063809466,0.00730023808205063
3533,2020,3523206,Itararé,SP,REGIÃO SUDESTE,0.09866877,0.00531045,0.00370357,9.45e-06,0,0.03177506,0.09839683,0.23786412,1.86716783064521,0.0891047624831666
3534,2020,3523305,Itariri,SP,REGIÃO SUDESTE,0.042688,0.00677195,0.00052228,3.468e-05,0,0.00038623,0.0049891,0.05539224,0.899591396935442,0.0243375470693875
3535,2020,3523404,Itatiba,SP,REGIÃO SUDESTE,0.26049647,0.02207435,0.09180396,0.00180321,0,0.01770477,0.06633241,0.46021518,0.98150070188741,0.0283822709066654
3536,2020,3523503,Itatinga,SP,REGIÃO SUDESTE,0.0414185,0.00209337,0.00225912,0.00050595,0,0.01611576,0.23743114,0.29982384,1.54148180610577,0.0863955024197272
3537,2020,3523602,Itirapina,SP,REGIÃO SUDESTE,0.05064277,0.00202121,0.00260157,0.00019262,0,0.01822142,0.0244084,0.098088,1.25329444971928,0.0494932476593005
3538,2020,3523701,Itirapuã,SP,REGIÃO SUDESTE,0.01174884,0.0012632,0.00161469,0,0,0.00774373,0.0173678,0.03973826,0.591159636515175,0.013965491590132
3539,2020,3523800,Itobi,SP,REGIÃO SUDESTE,0.01605088,0.00072781,0.00012338,1.499e-05,0,0.00861141,0.2172024,0.24273087,0.549164105905156,0.0121543204434989
3540,2020,3523909,Itu,SP,REGIÃO SUDESTE,0.55124995,0.01182762,0.33805885,0.00196475,0,0.05698755,0.10089738,1.0609861,1.48599789190845,0.056458248267872
3541,2020,3524006,Itupeva,SP,REGIÃO SUDESTE,0.15581245,0.00751929,0.09407728,0.00048116,0,0.00642954,0.07588939,0.34020911,0.738050284281024,0.0177060401165323
3542,2020,3524105,Ituverava,SP,REGIÃO SUDESTE,0.09234649,0.0035791,0.00998946,0,0,0.01586216,0.17070595,0.29248316,1.68467855745177,0.0610012595553237
3543,2020,3524204,Jaborandi,SP,REGIÃO SUDESTE,0.01534991,0.00045024,0.00021491,0,0,0.00147752,0.21682164,0.23431422,0.750024441758964,0.0237000577496906
3544,2020,3524303,Jaboticabal,SP,REGIÃO SUDESTE,0.26258681,0.00174099,0.3180959,4.462e-05,0,0.00473866,0.07307592,0.66028291,1.25133798970308,0.0614716866631536
3545,2020,3524402,Jacareí,SP,REGIÃO SUDESTE,0.61600019,0.00138696,1.13662386,0.00244928,0,0.0139542,0.04462295,1.81503744,1.39947658838111,0.040980758306864
3546,2020,3524501,Jaci,SP,REGIÃO SUDESTE,0.01734894,0.00087689,0.00195032,0,0,0.00737326,0.01339547,0.04094489,0.566208041392494,0.0126373026820111
3547,2020,3524600,Jacupiranga,SP,REGIÃO SUDESTE,0.02191162,0.01189067,0.00550891,0.00684047,0,0.00935226,0.00577896,0.06128289,1.99538299552963,0.0628525386307188
3548,2020,3524709,Jaguariúna,SP,REGIÃO SUDESTE,0.20672524,0.00099444,0.38399877,0.00030275,0,0.00409411,0.33411532,0.93023062,0.756409258236364,0.0124265406628007
3549,2020,3524808,Jales,SP,REGIÃO SUDESTE,0.11571056,0.00279737,0.02687815,7.208e-05,0,0.02834727,0.32795696,0.50176239,0.946491371908348,0.0318673168110066
3550,2020,3524907,Jambeiro,SP,REGIÃO SUDESTE,0.00752224,0.00507219,0.00377862,0.0051107,0,0.01465524,0,0.03613898,0.659010983279009,0.016275611365496
3551,2020,3525003,Jandira,SP,REGIÃO SUDESTE,0.29428568,0,0.03815257,0,0,0,0,0.33243826,0.273330724874436,0.00154338555030336
3552,2020,3525102,Jardinópolis,SP,REGIÃO SUDESTE,0.15220424,0.00099724,0.01840883,3.959e-05,0,0.0042785,0.05419893,0.23012733,1.1703670706041,0.0436257636453501
3553,2020,3525201,Jarinu,SP,REGIÃO SUDESTE,0.0721732,0.00723307,0.05079054,0,0,0.00418258,0.07102651,0.20540589,0.866853805811934,0.0183031179552916
3554,2020,3525300,Jaú,SP,REGIÃO SUDESTE,0.52289322,0.00477403,0.29200036,0.00022273,0,0.00597969,0.10124532,0.92711536,1.66028721094001,0.0600976906149996
3555,2020,3525409,Jeriquara,SP,REGIÃO SUDESTE,0.00630702,0.00057114,0.0007401,0,0,0.0017319,0.05546394,0.06481411,0.619747113224618,0.0122809476167197
3556,2020,3525508,Joanópolis,SP,REGIÃO SUDESTE,0.03330038,0,0.00505708,0,0,0.01383402,0.00396509,0.05615656,1.06568675695496,0.0329507506336898
3557,2020,3525607,João Ramalho,SP,REGIÃO SUDESTE,0.0055122,0.00066656,5.67e-06,1.9e-06,0,0.01714986,0.01126716,0.03460336,1.30596399701127,0.0363864361645866
3558,2020,3525706,José Bonifácio,SP,REGIÃO SUDESTE,0.19950096,0.00385374,0.10705063,0.00054771,0,0.03911478,0.14399987,0.4940677,1.69504910047591,0.0747485856741616
3559,2020,3525805,Júlio Mesquita,SP,REGIÃO SUDESTE,0.0119619,0.00020023,4e-06,0,0,0.00700366,0,0.01916979,0.586591262003179,0.0112116283282335
3560,2020,3525854,Jumirim,SP,REGIÃO SUDESTE,0.00473177,0.00154264,0.01415525,2.364e-05,0,0.00971599,0,0.03016929,0.378927723484396,0.00499626160344667
3561,2020,3525904,Jundiaí,SP,REGIÃO SUDESTE,1.39622792,0.0143328,0.37378845,0.00658192,0,0.00412083,0.03254172,1.82759363,1.25396583206146,0.0380300492375471
3562,2020,3526001,Junqueirópolis,SP,REGIÃO SUDESTE,0.04214076,0.00440011,0.4600919,0,0,0.01928538,0.03333034,0.55924849,1.6375958353698,0.0507932881953336
3563,2020,3526100,Juquiá,SP,REGIÃO SUDESTE,0.02908314,0.00923741,0.00227321,0.00022665,0,0.00518489,0.00503085,0.05103613,1.71765587902578,0.0722349170524103
3564,2020,3526209,Juquitiba,SP,REGIÃO SUDESTE,0.09335617,0.00757306,0.00213061,3.809e-05,0,0,0.00093148,0.10402942,1.57471197017848,0.0463185560027353
3565,2020,3526308,Lagoinha,SP,REGIÃO SUDESTE,0.00741412,0.0019748,0.00014447,6.753e-05,0,0.0198383,0.00158081,0.03102003,0.852752821483529,0.0225151331862286
3566,2020,3526407,Laranjal Paulista,SP,REGIÃO SUDESTE,0.0860212,0.00392536,0.06799129,0.00027885,0,0.03364836,0.01585592,0.20772099,1.40908022187573,0.0338263254660377
3567,2020,3526506,Lavínia,SP,REGIÃO SUDESTE,0.01731227,0.00903414,0,0,0,0.02659879,0.02011508,0.07306028,1.54408794736647,0.0467600026220971
3568,2020,3526605,Lavrinhas,SP,REGIÃO SUDESTE,0.01399386,0.00066801,0.00211389,0.0010036,0,0.00536788,0.00780756,0.03095479,0.683397831868216,0.0146643138865831
3569,2020,3526704,Leme,SP,REGIÃO SUDESTE,0.35655495,0.00173222,0.22542531,0.00155993,0,0.00709616,0.14421669,0.73658526,0.957547033781175,0.0352758781275328
3570,2020,3526803,Lençóis Paulista,SP,REGIÃO SUDESTE,0.21120831,0.0009211,1.10553349,0.00081029,0,0.00299238,0.28449935,1.60596492,1.41348759690572,0.0711316887798046
3571,2020,3526902,Limeira,SP,REGIÃO SUDESTE,0.71514063,0.00898118,0.45233876,0.00365169,0,0.0122871,0.08991806,1.28231742,1.20121226687153,0.0510000598789823
3572,2020,3527009,Lindóia,SP,REGIÃO SUDESTE,0.01415036,0,0.02844924,0.00510394,0,0.00383561,0,0.05153915,0.412604954251765,0.00427932752584045
3573,2020,3527108,Lins,SP,REGIÃO SUDESTE,0.21242619,0.00056228,0.52068088,0.00021253,0,0.01702282,0.01127825,0.76218296,1.2039693999459,0.0498654426980122
3574,2020,3527207,Lorena,SP,REGIÃO SUDESTE,0.21925168,0.00281645,0.0374707,9.054e-05,0,0.03408555,0.24389944,0.53761435,1.37584948421587,0.0364237011489137
3575,2020,3527256,Lourdes,SP,REGIÃO SUDESTE,0.00441142,0.00046013,2.193e-05,0,0,0.00654026,0.00364378,0.01507752,0.511735337934257,0.00987769123197335
3576,2020,3527306,Louveira,SP,REGIÃO SUDESTE,0.13796126,0.00103546,0.06543368,0.00014392,0,0.00113993,0.00721706,0.2129313,0.407571704733083,0.00485886295957915
3577,2020,3527405,Lucélia,SP,REGIÃO SUDESTE,0.03914231,0.00396059,0.1302431,0,0,0.02171521,0,0.19506121,1.26015582791487,0.0274606841067638
3578,2020,3527504,Lucianópolis,SP,REGIÃO SUDESTE,0.00449275,0.00063241,1.701e-05,5.79e-06,0,0.00637081,0.05842389,0.06994267,0.706955271666572,0.016655525554086
3579,2020,3527603,Luís Antônio,SP,REGIÃO SUDESTE,0.0333894,0.0002401,0.144114,0.00030403,0,0.0048194,0.00037989,0.18324682,1.3837422375769,0.0522068531733361
3580,2020,3527702,Luiziânia,SP,REGIÃO SUDESTE,0.01099172,0.00051046,0.00024332,0,0,0.00716627,0,0.01891178,0.717630563614388,0.0145332698848935
3581,2020,3527801,Lupércio,SP,REGIÃO SUDESTE,0.00779047,0.00061297,0.00352366,0,0,0.00766806,0.0316932,0.05128837,0.647365442178302,0.0135509992457445
3582,2020,3527900,Lutécia,SP,REGIÃO SUDESTE,0.00519414,0.00057783,0.00096713,0,0,0.02386368,0,0.03060278,1.21123640484687,0.0416293897909926
3583,2020,3528007,Macatuba,SP,REGIÃO SUDESTE,0.05278061,0.00043207,0.00539567,0.00011715,0,0.00064129,0.00312508,0.06249186,0.763610649997705,0.0197632510986294
3584,2020,3528106,Macaubal,SP,REGIÃO SUDESTE,0.01005186,0.00102425,0.00081334,0,0,0.0178466,0.01040218,0.04013823,0.817753263757943,0.0215321615213648
3585,2020,3528205,Macedônia,SP,REGIÃO SUDESTE,0.00654395,0.00102988,6.25e-05,0,0,0.02469704,0.04130936,0.07364273,1.01915894612313,0.0283062396053758
3586,2020,3528304,Magda,SP,REGIÃO SUDESTE,0.0061978,0.00063109,0.00081471,0,0,0.0097703,0.11927411,0.136688,0.959397068090882,0.0270081403638304
3587,2020,3528403,Mairinque,SP,REGIÃO SUDESTE,0.08612321,0.0136962,0.05658355,0,0,0.0048391,0.0159329,0.17717495,0.860080302420161,0.0185920358796607
3588,2020,3528502,Mairiporã,SP,REGIÃO SUDESTE,0.23064988,0.01138976,0.02309827,0.00234937,0,0.00031955,0.00050635,0.26831319,0.97128377939896,0.0283113411985539
3589,2020,3528601,Manduri,SP,REGIÃO SUDESTE,0.03427762,0.0012774,0.01934007,0,0,0.0077942,0.09760531,0.16029461,0.682659333809466,0.0201811036131603
3590,2020,3528700,Marabá Paulista,SP,REGIÃO SUDESTE,0.00609874,0.00475188,0.00025824,2.059e-05,0,0.04763536,0.0385638,0.09732861,1.75504901608808,0.0804235132518711
3591,2020,3528809,Maracaí,SP,REGIÃO SUDESTE,0.03109578,0.00150107,0.07960088,1.2e-07,0,0.0051363,0.22582752,0.34316167,1.72946779011568,0.0469100743051231
3592,2020,3528858,Marapoama,SP,REGIÃO SUDESTE,0.00350308,0.00066575,0.17918997,0,0,0.00196651,0.16418248,0.3495078,0.529182159850017,0.00968220369003958
3593,2020,3528908,Mariápolis,SP,REGIÃO SUDESTE,0.00755529,0.00078725,0,2.2e-06,0,0.01820662,0.00644282,0.03299418,0.680519377083561,0.0162333801081385
3594,2020,3529005,Marília,SP,REGIÃO SUDESTE,0.66450757,0.01563058,0.11641838,0.00028225,0,0.08109236,0.18280507,1.06073621,2.25039847235539,0.102472787402669
3595,2020,3529104,Marinópolis,SP,REGIÃO SUDESTE,0.00416982,0.00051206,0,0,0,0.00815068,0.05525173,0.0680843,0.421307299199203,0.00673870516128484
3596,2020,3529203,Martinópolis,SP,REGIÃO SUDESTE,0.06478246,0.00485285,0.02688092,0.00012169,0,0.05290071,0.48887525,0.6384139,2.19791267547726,0.10968931485567
3597,2020,3529302,Matão,SP,REGIÃO SUDESTE,0.23372048,0.00106494,0.10200633,0,0,0.00466512,0.86295714,1.20441399,1.23158486000576,0.0457801065883068
