OBJECTID,ANO,CDMUN,NMMUN,NMEST,NMREG,VZHURM3S,VZHRUM3S,VZINDM3S,VZMINM3S,VZTERM3S,VZANIM3S,VZIRRM3S,VZTOTM3S,SHAPE_Length,SHAPE_Area
437,2020,1720499,São Valério da Natividade,TO,REGIÃO NORTE,0.00883251,0.00139497,3.205e-05,0,0,0.03308199,0.08260792,0.12594943,3.63801373517026,0.208999672921157
438,2020,1720655,Silvanópolis,TO,REGIÃO NORTE,0.00785696,0.0007684,0.00073344,1.444e-05,0,0.02220013,0.07388188,0.10545525,2.35518473274043,0.104177405879403
439,2020,1720804,Sítio Novo do Tocantins,TO,REGIÃO NORTE,0.01495248,0.00443246,1.319e-05,0,0,0.02575686,0.0018593,0.04701429,1.0222404397288,0.0264539074522547
440,2020,1720853,Sucupira,TO,REGIÃO NORTE,0.00207561,0.00070575,0,0,0,0.03170836,0.04712718,0.0816169,1.77824618705829,0.0851613031827582
441,2020,1720903,Taguatinga,TO,REGIÃO NORTE,0.02185909,0.00410506,9.409e-05,0.00191419,0,0.06965298,0.0030344,0.10065981,2.86157950868921,0.202611489550123
442,2020,1720937,Taipas do Tocantins,TO,REGIÃO NORTE,0.00272493,0.00038735,3.404e-05,6.758e-05,0,0.01015986,0,0.01337376,1.58882376205437,0.092700846304238
443,2020,1720978,Talismã,TO,REGIÃO NORTE,0.00459227,0.00115205,0,0,0,0.06125345,0,0.06699777,3.04652267816804,0.179494621942478
444,2020,1721000,Palmas,TO,REGIÃO NORTE,0.70789202,0.01020865,0.01782892,0.00064698,0,0.01960119,0.10922999,0.86540774,2.89178396266097,0.183097443191557
445,2020,1721109,Tocantínia,TO,REGIÃO NORTE,0.00793931,0.00494022,8.8e-06,5.021e-05,0,0.01081988,0.02321208,0.0469705,2.49609666154719,0.214280599235946
446,2020,1721208,Tocantinópolis,TO,REGIÃO NORTE,0.04457425,0.00505035,0.00514388,1.52e-05,0,0.01461252,0.01237999,0.08177618,1.3834855327208,0.0880128756824389
447,2020,1721257,Tupirama,TO,REGIÃO NORTE,0.00198916,0.000886,0,5.627e-05,0,0.00827313,0.06292314,0.0741277,1.32834873586096,0.0585526975237127
448,2020,1721307,Tupiratins,TO,REGIÃO NORTE,0.00179187,0.00154688,0.00033264,2.516e-05,0,0.01340924,0,0.01710579,1.4489215489424,0.0734955373630838
449,2020,1722081,Wanderlândia,TO,REGIÃO NORTE,0.0111277,0.0059639,0.00492929,4.54e-06,0,0.01782237,0.12557038,0.16541818,1.83051809116499,0.112342475961188
450,2020,1722107,Xambioá,TO,REGIÃO NORTE,0.01711791,0.00151015,0.00532677,0.00583324,0,0.05891937,0,0.08870744,1.91731605614775,0.0970024236145585
451,2020,2100055,Açailândia,MA,REGIÃO NORDESTE,0.38394904,0.02878501,0.09562301,0,0,0.24990249,0,0.75825955,4.47424612366713,0.473329341302253
452,2020,2100105,Afonso Cunha,MA,REGIÃO NORDESTE,0.01558844,0.00292308,0,0,0,0.00129229,0,0.01980381,0.834965765523725,0.0302457538238229
453,2020,2100154,Água Doce do Maranhão,MA,REGIÃO NORDESTE,0.01187149,0.01066949,0,0,0,0.00268226,0.00927784,0.03450108,1.14319952953611,0.0360581865721545
454,2020,2100204,Alcântara,MA,REGIÃO NORDESTE,0.03406756,0.01721422,0,0,0,0.00396594,0.00162644,0.05687416,2.0001428348356,0.120881435144735
455,2020,2100303,Aldeias Altas,MA,REGIÃO NORDESTE,0.04906039,0.01240936,0.07300126,0,0,0.00381536,1.66269751,1.80098388,2.01177820262824,0.158257808785939
456,2020,2100402,Altamira do Maranhão,MA,REGIÃO NORDESTE,0.00426587,0.0067621,0,0,0,0.02193157,0,0.03295954,1.50934717211513,0.0587472884039409
457,2020,2100436,Alto Alegre do Maranhão,MA,REGIÃO NORDESTE,0.08117808,0.00507675,0.0002625,0,0,0.01113501,0,0.09765234,0.765254288771141,0.0312226367019365
458,2020,2100477,Alto Alegre do Pindaré,MA,REGIÃO NORDESTE,0.03540759,0.02242245,0,0,0,0.03742783,0.01664714,0.11190502,2.62347306661253,0.157331391756423
459,2020,2100501,Alto Parnaíba,MA,REGIÃO NORDESTE,0.02250219,0.00371762,0,0.00013916,0,0.03047626,0,0.05683522,5.07479903574929,0.916669444078286
460,2020,2100550,Amapá do Maranhão,MA,REGIÃO NORDESTE,0.01879468,0.00182528,0,0,0,0.00872303,0.00017963,0.02952263,0.91539942747926,0.0408332644997714
461,2020,2100600,Amarante do Maranhão,MA,REGIÃO NORDESTE,0.073225,0.02622507,0,0,0,0.19427933,0,0.2937294,4.18865307165696,0.606801007019202
462,2020,2100709,Anajatuba,MA,REGIÃO NORDESTE,0.03350475,0.02191071,4.4e-06,3.05e-06,0,0.04146069,0,0.09688359,1.30341755875023,0.0822742045383115
463,2020,2100808,Anapurus,MA,REGIÃO NORDESTE,0.03162882,0.00755143,3.608e-05,0,0,0.00170834,0.01671215,0.05763682,1.5509233410576,0.0495106701552239
464,2020,2100832,Apicum-Açu,MA,REGIÃO NORDESTE,0.01592364,0.00554497,0,0,0,0.00167125,0,0.02313985,2.19789628637685,0.0287015242674684
465,2020,2100873,Araguanã,MA,REGIÃO NORDESTE,0.00961693,0.01106079,0,0,0,0.01200267,0,0.03268039,1.50796876032403,0.0655068640656597
466,2020,2100907,Araioses,MA,REGIÃO NORDESTE,0.02023539,0.037252,8.181e-05,0,0,0.01059965,0.0109467,0.07911554,2.46055916474125,0.145009747704327
467,2020,2100956,Arame,MA,REGIÃO NORDESTE,0.04876177,0.02241317,1.35e-05,0,0,0.10245067,0,0.17363911,3.06860140048005,0.245350665940475
468,2020,2101004,Arari,MA,REGIÃO NORDESTE,0.03922874,0.01230958,0.00018406,0,0,0.02446431,0.61442535,0.69061204,2.06338175405605,0.0895534971167502
469,2020,2101103,Axixá,MA,REGIÃO NORDESTE,0.02050068,0.00579731,0.00040363,0,0,0.0004261,0.00183286,0.02896058,0.740390870980098,0.0165239096641132
470,2020,2101202,Bacabal,MA,REGIÃO NORDESTE,0.18913436,0.02678238,0.01081219,8.34e-06,0,0.07330968,0.02602239,0.32606934,2.68193474450143,0.137078866273694
471,2020,2101251,Bacabeira,MA,REGIÃO NORDESTE,0.01409701,0.0140693,0.00411518,0.00750879,0,0.00428691,0.02283708,0.06691427,1.1277079775046,0.0500747614400851
472,2020,2101301,Bacuri,MA,REGIÃO NORDESTE,0.03942281,0.00954536,0,0,0,0.00350986,0,0.05247803,1.79475704706731,0.0640330703093069
473,2020,2101350,Bacurituba,MA,REGIÃO NORDESTE,0.00403389,0.00457506,0,0,0,0.00682397,0,0.01543292,1.23972199465231,0.0548573114676132
474,2020,2101400,Balsas,MA,REGIÃO NORDESTE,0.43306724,0.01077192,0.00482964,0.00027327,0,0.05377243,0.24107603,0.74379053,8.17548437132605,1.07853704490562
475,2020,2101509,Barão de Grajaú,MA,REGIÃO NORDESTE,0.04097847,0.00748618,0.00027794,4.18e-06,0,0.0124885,0.02224668,0.08348195,1.95900111483237,0.183751736201002
476,2020,2101608,Barra do Corda,MA,REGIÃO NORDESTE,0.25166358,0.03100866,0.00753746,5.4e-05,0,0.09974415,0.39357809,0.78358593,4.0382480680548,0.424577891994668
477,2020,2101707,Barreirinhas,MA,REGIÃO NORDESTE,0.12256353,0.03774479,4.52e-05,4.213e-05,0,0.00750043,0.0216412,0.18953727,3.08544720554141,0.25312452372088
478,2020,2101731,Belágua,MA,REGIÃO NORDESTE,0.00693142,0.003631,0,0,0,0.00060317,0.00047502,0.01164061,1.12608656436114,0.0406318235422016
479,2020,2101772,Bela Vista do Maranhão,MA,REGIÃO NORDESTE,0.01187925,0.00633177,0.00266243,6.02e-06,0,0.00721595,0,0.02809542,0.892481466452704,0.0208057285216671
480,2020,2101806,Benedito Leite,MA,REGIÃO NORDESTE,0.01189708,0.00253111,0,0,0,0.00938116,0.03697057,0.06077991,2.75205498234723,0.145847181265225
481,2020,2101905,Bequimão,MA,REGIÃO NORDESTE,0.01810257,0.01443678,0,0,0,0.00878268,0,0.04132203,1.26480100477588,0.0625250797227789
482,2020,2101939,Bernardo do Mearim,MA,REGIÃO NORDESTE,0.01047924,0.0035257,0,0,0,0.01803142,0,0.03203636,0.833702825077709,0.0213093272667705
483,2020,2101970,Boa Vista do Gurupi,MA,REGIÃO NORDESTE,0.02223173,0.00294922,0,0,0,0.00467974,0,0.02986069,0.979723982403937,0.0327912748375096
484,2020,2102002,Bom Jardim,MA,REGIÃO NORDESTE,0.07373478,0.02433329,0,0.00164459,0,0.09713511,0.00049544,0.19734321,5.83700583395242,0.536637568263056
485,2020,2102036,Bom Jesus das Selvas,MA,REGIÃO NORDESTE,0.03296993,0.02106419,0.00022331,3e-08,0,0.08549273,0,0.13975019,2.34708883273692,0.218335253868911
486,2020,2102077,Bom Lugar,MA,REGIÃO NORDESTE,0.02786504,0.0101,0,0,0,0.03178905,0.00028777,0.07004186,1.2977707645296,0.0363331282952691
487,2020,2102101,Brejo,MA,REGIÃO NORDESTE,0.05602024,0.0267106,0.00013896,0,0,0.00911538,0.0096629,0.10164807,1.25290630023855,0.0874801682961352
488,2020,2102150,Brejo de Areia,MA,REGIÃO NORDESTE,0.01919115,0.00423698,0,0,0,0.01710721,0.00150863,0.04204397,1.27393852836902,0.0295304028837561
489,2020,2102200,Buriti,MA,REGIÃO NORDESTE,0.02243046,0.0224639,0,0,0,0.007,0.16947707,0.22137144,1.42665099955563,0.120017482526029
490,2020,2102309,Buriti Bravo,MA,REGIÃO NORDESTE,0.06911824,0.00585511,0.00015227,0,0,0.01962013,0.00108209,0.09582784,1.8599221938018,0.129208954237765
491,2020,2102325,Buriticupu,MA,REGIÃO NORDESTE,0.14738801,0.03403041,2.953e-05,0,0,0.08660927,0.00635093,0.27440814,2.63051446618484,0.207411698895476
492,2020,2102358,Buritirana,MA,REGIÃO NORDESTE,0.00628216,0.01274527,0,0,0,0.04903638,0.01603536,0.08409918,1.27242259941201,0.0667908890048085
493,2020,2102374,Cachoeira Grande,MA,REGIÃO NORDESTE,0.01413885,0.00531472,0,0,0,0.00135714,0.00036478,0.02117549,1.50371154411918,0.0574074784034115
494,2020,2102408,Cajapió,MA,REGIÃO NORDESTE,0.02298466,0.00703127,0,0,0,0.00585008,0,0.03586602,1.37719536890147,0.0739159085820905
495,2020,2102507,Cajari,MA,REGIÃO NORDESTE,0.01637498,0.01724838,0,0,0,0.01560922,0,0.04923258,1.83160349456055,0.0538780745776196
496,2020,2102556,Campestre do Maranhão,MA,REGIÃO NORDESTE,0.03120596,0.00262363,0.05564371,0,0,0.03476127,0.62515463,0.74938921,1.10256928125974,0.0502783797703465
497,2020,2102606,Cândido Mendes,MA,REGIÃO NORDESTE,0.04849276,0.00632685,5.231e-05,0,0,0.00351486,0,0.05838678,4.5332581760928,0.132712145172362
498,2020,2102705,Cantanhede,MA,REGIÃO NORDESTE,0.06075011,0.00789721,0,0,0,0.00808313,0.0018283,0.07855875,1.49425159441776,0.0629226115223074
499,2020,2102754,Capinzal do Norte,MA,REGIÃO NORDESTE,0.02336129,0.0052139,0,0,0,0.0232431,0.00040058,0.05221887,1.05494571197012,0.0481319714237235
500,2020,2102804,Carolina,MA,REGIÃO NORDESTE,0.07180243,0.00711167,0.01725215,0,0,0.07415708,0.03095198,0.2012753,5.8223952159041,0.527575495948857
501,2020,2102903,Carutapera,MA,REGIÃO NORDESTE,0.04056484,0.00624549,0.00039204,0,0,0.00893701,0.00422023,0.06035961,3.45331295951048,0.100121496112328
502,2020,2103000,Caxias,MA,REGIÃO NORDESTE,0.5306153,0.0402927,0.04206837,0.00136597,0,0.02663015,0.59677845,1.23775094,3.95451032775537,0.419918681592419
503,2020,2103109,Cedral,MA,REGIÃO NORDESTE,0.00994902,0.00893263,0,0,0,0.00078218,0.00024666,0.01991049,1.14435451070997,0.0230196578040585
504,2020,2103125,Central do Maranhão,MA,REGIÃO NORDESTE,0.01846613,0.00421048,0,0,0,0.00199463,0,0.02467124,0.847149041378591,0.0259627185748141
505,2020,2103158,Centro do Guilherme,MA,REGIÃO NORDESTE,0.03431563,0.00671962,0,0,0,0.01678386,0,0.05781912,1.28879684754754,0.087328802259848
506,2020,2103174,Centro Novo do Maranhão,MA,REGIÃO NORDESTE,0.03625164,0.01365572,0,0,0,0.06135845,0.00011005,0.11137586,7.08484268191045,0.671894317330081
507,2020,2103208,Chapadinha,MA,REGIÃO NORDESTE,0.1779699,0.01772989,0.00185494,3.454e-05,0,0.01264672,0.00909104,0.21932703,2.54650833154204,0.264402252953738
508,2020,2103257,Cidelândia,MA,REGIÃO NORDESTE,0.03069786,0.00860267,0.00074268,0,0,0.0722559,0.0117134,0.12401252,1.9269783309515,0.119392906609466
509,2020,2103307,Codó,MA,REGIÃO NORDESTE,0.37395847,0.04300697,0.0082598,0.0009803,0,0.07533542,0.29979456,0.80133552,3.79793408153224,0.355440099021018
510,2020,2103406,Coelho Neto,MA,REGIÃO NORDESTE,0.17313388,0.00954181,0.11554769,0,0,0.0043051,1.02051592,1.32304441,1.40858151923023,0.0794656075358031
511,2020,2103505,Colinas,MA,REGIÃO NORDESTE,0.09189682,0.01317892,0.00053837,7.08e-06,0,0.05172551,0.01923979,0.17658649,2.56106032669459,0.161781020709873
512,2020,2103554,Conceição do Lago-Açu,MA,REGIÃO NORDESTE,0.01945555,0.00993581,2.093e-05,0,0,0.01294163,0,0.04235392,1.59171840947333,0.0596943264233832
513,2020,2103604,Coroatá,MA,REGIÃO NORDESTE,0.25517374,0.01615726,0.00055592,0,0,0.02945274,0.03099055,0.33233021,2.59658137457844,0.184370977234649
514,2020,2103703,Cururupu,MA,REGIÃO NORDESTE,0.07664101,0.01010969,4.845e-05,0,0,0.00141436,0.00210938,0.09032288,7.68250898262759,0.0994294304482319
515,2020,2103752,Davinópolis,MA,REGIÃO NORDESTE,0.04348208,0.0024823,0.00031986,0,0,0.01426803,0.0049413,0.06549357,0.916747205913787,0.0274049051103941
516,2020,2103802,Dom Pedro,MA,REGIÃO NORDESTE,0.06382008,0.00783734,8.691e-05,0,0,0.01557591,0.04819761,0.13551784,0.896649096209466,0.0292333756909524
517,2020,2103901,Duque Bacelar,MA,REGIÃO NORDESTE,0.02336758,0.00568142,0,0,0,0.00252312,0.16258282,0.19415494,0.89562728624644,0.0258930284311539
518,2020,2104008,Esperantinópolis,MA,REGIÃO NORDESTE,0.04960241,0.00745968,4.866e-05,0,0,0.01594133,0.04836447,0.12141655,1.18233747643287,0.0392095233002451
519,2020,2104057,Estreito,MA,REGIÃO NORDESTE,0.03554522,0.0123044,0.00032771,2.332e-05,0,0.09057309,0.01309228,0.15186602,2.52437651406614,0.222407917213639
520,2020,2104073,Feira Nova do Maranhão,MA,REGIÃO NORDESTE,0.01295534,0.00560489,0,0,0,0.04680226,0.00063594,0.06599843,1.70815576091633,0.120575178761938
521,2020,2104081,Fernando Falcão,MA,REGIÃO NORDESTE,0.00656919,0.00993171,0,0,0,0.01430054,0,0.03080144,3.73803003035892,0.415590022718971
522,2020,2104099,Formosa da Serra Negra,MA,REGIÃO NORDESTE,0.03775269,0.01020566,0,0,0,0.08795781,0.02851577,0.16443192,2.64742697253713,0.32298689379855
523,2020,2104107,Fortaleza dos Nogueiras,MA,REGIÃO NORDESTE,0.02902497,0.00453631,1.63e-05,0,0,0.05692863,0.04088523,0.13139144,2.41058045805559,0.136185821415047
524,2020,2104206,Fortuna,MA,REGIÃO NORDESTE,0.03891824,0.00661953,0,0,0,0.02700638,0,0.07254415,1.37798544122061,0.0567312750886566
525,2020,2104305,Godofredo Viana,MA,REGIÃO NORDESTE,0.02964393,0.00490678,0,0.00706666,0,0.0024435,0.00027116,0.04433203,3.44222614422034,0.054866445297269
526,2020,2104404,Gonçalves Dias,MA,REGIÃO NORDESTE,0.02200469,0.01154425,0,0,0,0.02658179,0.02145614,0.08158687,1.26615210774661,0.0720675053460268
527,2020,2104503,Governador Archer,MA,REGIÃO NORDESTE,0.01509982,0.00433181,0,0,0,0.0227858,0,0.04221743,1.02103727106599,0.0363555668297389
528,2020,2104552,Governador Edison Lobão,MA,REGIÃO NORDESTE,0.03714312,0.01018861,0.02689896,0.00043479,0,0.02532369,0.02695268,0.12694185,1.31902658113602,0.0502769591827735
529,2020,2104602,Governador Eugênio Barros,MA,REGIÃO NORDESTE,0.01296728,0.01369558,0,0,0,0.02021832,0.01065702,0.0575382,1.57210168038128,0.0666587113230453
530,2020,2104628,Governador Luiz Rocha,MA,REGIÃO NORDESTE,0.01835438,0.00225885,0,0,0,0.0089601,0,0.02957334,1.19799142830824,0.0304551043297686
531,2020,2104651,Governador Newton Bello,MA,REGIÃO NORDESTE,0.01239477,0.00566392,0,0,0,0.03144314,0,0.04950183,1.95273557328652,0.0944452308372737
532,2020,2104677,Governador Nunes Freire,MA,REGIÃO NORDESTE,0.06624552,0.00846853,7.123e-05,1.1e-07,0,0.01595835,0.01320974,0.10395347,1.58301571447541,0.0843102293469229
533,2020,2104701,Graça Aranha,MA,REGIÃO NORDESTE,0.01195444,0.0038117,0,0,0,0.00651381,0,0.02227996,0.851587538408357,0.0221490496667798
534,2020,2104800,Grajaú,MA,REGIÃO NORDESTE,0.10539948,0.02945472,0.02619889,0.00126473,0,0.1386833,0.19367118,0.4946723,4.39268702278599,0.721086070008132
535,2020,2104909,Guimarães,MA,REGIÃO NORDESTE,0.03508942,0.00455363,0,0,0,0.00191942,0.00138933,0.0429518,1.25074498960344,0.0484023891531708
536,2020,2105005,Humberto de Campos,MA,REGIÃO NORDESTE,0.06279507,0.0160605,0,0,0,0.00196945,0,0.08082502,2.21673842804776,0.173320283777387
537,2020,2105104,Icatu,MA,REGIÃO NORDESTE,0.0345171,0.02100434,0,0,0,0.00096549,0.00279072,0.05927765,1.56790464888004,0.117819602646607
538,2020,2105153,Igarapé do Meio,MA,REGIÃO NORDESTE,0.02937282,0.00717197,0.01182782,0,0,0.01523128,0,0.06360389,0.911809146305057,0.0300110772295621
539,2020,2105203,Igarapé Grande,MA,REGIÃO NORDESTE,0.02183213,0.0052227,0.0001148,0,0,0.01372759,0,0.04089723,1.01728349567822,0.0304993263505899
540,2020,2105302,Imperatriz,MA,REGIÃO NORDESTE,1.11217021,0.01580712,1.07219286,7.615e-05,6.04319444,0.05821889,0.05566699,8.35732667,2.01070182840201,0.111689793258064
541,2020,2105351,Itaipava do Grajaú,MA,REGIÃO NORDESTE,0.0328944,0.00806788,0,0,0,0.02240947,0.00044046,0.0638122,2.70582491458457,0.101045914744673
542,2020,2105401,Itapecuru Mirim,MA,REGIÃO NORDESTE,0.11262428,0.03507851,0.00344639,9.446e-05,0,0.01670285,0.01232721,0.1802737,1.99991658514366,0.119744594825512
543,2020,2105427,Itinga do Maranhão,MA,REGIÃO NORDESTE,0.02422426,0.00877332,0.00158877,2.052e-05,0,0.07732905,0.00301002,0.11494594,4.02179812736136,0.291773864039176
544,2020,2105450,Jatobá,MA,REGIÃO NORDESTE,0.01691852,0.00622408,0,0,0,0.0179729,0,0.0411155,1.08954581258951,0.0482911806295962
545,2020,2105476,Jenipapo dos Vieiras,MA,REGIÃO NORDESTE,0.01688701,0.01634985,0,0,0,0.04607593,0,0.07931279,2.31638357240975,0.160158029912245
546,2020,2105500,João Lisboa,MA,REGIÃO NORDESTE,0.09098875,0.00472145,0.0004177,0,0,0.06423332,0.00601449,0.16637571,1.8636416945092,0.0519510175045434
547,2020,2105609,Joselândia,MA,REGIÃO NORDESTE,0.02825169,0.00959047,0,0,0,0.0136126,0.1292093,0.18066406,1.5275600445881,0.0555881677222452
548,2020,2105658,Junco do Maranhão,MA,REGIÃO NORDESTE,0.01085572,0.00119669,0,0,0,0.02014942,0.0001697,0.03237153,1.06955278652444,0.0451193495477208
549,2020,2105708,Lago da Pedra,MA,REGIÃO NORDESTE,0.08678535,0.01692303,0.00016453,0,0,0.0629675,0.00051201,0.16735243,2.00201583919661,0.101111580742602
550,2020,2105807,Lago do Junco,MA,REGIÃO NORDESTE,0.02157841,0.00675164,0.00012819,0,0,0.0075167,0.00035856,0.03633351,0.841027008860174,0.0251821578727033
551,2020,2105906,Lago Verde,MA,REGIÃO NORDESTE,0.01854015,0.01269432,0,0,0,0.03049217,0.00015869,0.06188534,1.3702940325621,0.0507530297376475
552,2020,2105922,Lagoa do Mato,MA,REGIÃO NORDESTE,0.01368565,0.00609315,0,0,0,0.01459799,0.0013679,0.03574468,2.17070918969742,0.137888234648413
553,2020,2105948,Lago dos Rodrigues,MA,REGIÃO NORDESTE,0.01496625,0.00291549,0,0,0,0.01028933,0.00037526,0.02854632,0.713171812880363,0.0146995031842734
554,2020,2105963,Lagoa Grande do Maranhão,MA,REGIÃO NORDESTE,0.02459386,0.0054102,0,0,0,0.02277071,0,0.05277477,1.27892776985409,0.0606847326706387
555,2020,2105989,Lajeado Novo,MA,REGIÃO NORDESTE,0.01160272,0.00389506,0,0,0,0.03511556,0.02354287,0.07415621,1.85419733284881,0.0855911294987623
556,2020,2106003,Lima Campos,MA,REGIÃO NORDESTE,0.02271458,0.00520785,0.00060882,0,0,0.00589174,0.00085871,0.03528171,0.785247722125772,0.026234935430431
557,2020,2106102,Loreto,MA,REGIÃO NORDESTE,0.01579432,0.00521009,0.00032292,0,0,0.02148335,0.00103453,0.04384521,3.13590703015216,0.294487588352764
558,2020,2106201,Luís Domingues,MA,REGIÃO NORDESTE,0.01984279,0.00104991,0,0,0,0.00404889,0,0.0249416,1.70229201553808,0.0377120402633163
559,2020,2106300,Magalhães de Almeida,MA,REGIÃO NORDESTE,0.03779776,0.01062085,0,0,0,0.00962127,0.02482378,0.08286366,1.03008412080733,0.0352470881130015
560,2020,2106326,Maracaçumé,MA,REGIÃO NORDESTE,0.04134201,0.0043357,6.271e-05,3.04e-06,0,0.02438579,0,0.07012925,1.30859541735616,0.0511556983491388
561,2020,2106359,Marajá do Sena,MA,REGIÃO NORDESTE,0.00371319,0.00686229,0,0,0,0.02732715,0,0.03790263,1.92767470590035,0.117996900747681
562,2020,2106375,Maranhãozinho,MA,REGIÃO NORDESTE,0.02064438,0.00603723,0,0,0,0.02418919,0,0.0508708,1.80201523442997,0.0790892483403272
563,2020,2106409,Mata Roma,MA,REGIÃO NORDESTE,0.02960945,0.00975767,1.794e-05,0,0,0.00209037,0.00175532,0.04323075,1.1490148962981,0.0446403669943402
564,2020,2106508,Matinha,MA,REGIÃO NORDESTE,0.03102564,0.01461133,5.449e-05,2.76e-06,0,0.01601783,0,0.06171205,1.39984681934008,0.0332518688226455
565,2020,2106607,Matões,MA,REGIÃO NORDESTE,0.06442376,0.01870841,6.11e-06,0,0,0.0108399,0.01485861,0.10883679,2.34163785464149,0.161236842334922
566,2020,2106631,Matões do Norte,MA,REGIÃO NORDESTE,0.02280043,0.01173908,0,0,0,0.01551102,0,0.05005052,1.31644134533518,0.064693372805173
567,2020,2106672,Milagres do Maranhão,MA,REGIÃO NORDESTE,0.00650179,0.00769285,0,0,0,0.003178,0.0023571,0.01972974,1.16615903980018,0.0516598159737659
568,2020,2106706,Mirador,MA,REGIÃO NORDESTE,0.04450767,0.01092602,0,0,0,0.02939763,0.24556811,0.33039944,5.11003622165962,0.690815435996357
569,2020,2106755,Miranda do Norte,MA,REGIÃO NORDESTE,0.08529887,0.0066637,6.862e-05,0,0,0.01716144,0.00092029,0.11011292,0.833648260996421,0.0277628012469104
570,2020,2106805,Mirinzal,MA,REGIÃO NORDESTE,0.03431953,0.00563653,0,4.63e-06,0,0.00213177,0.00247429,0.04456675,1.33670263736696,0.0559086582447699
571,2020,2106904,Monção,MA,REGIÃO NORDESTE,0.04898847,0.02334315,0,1.901e-05,0,0.02809023,0.00225364,0.10269449,2.26126921936426,0.105965382979406
572,2020,2107001,Montes Altos,MA,REGIÃO NORDESTE,0.03219001,0.00398469,6.6e-06,0,0,0.03124946,0.02537903,0.09280979,2.27699817840943,0.121531869485023
573,2020,2107100,Morros,MA,REGIÃO NORDESTE,0.03414287,0.01298428,0,0,0,0.00142203,0,0.04854918,2.07310882371234,0.139526021545505
574,2020,2107209,Nina Rodrigues,MA,REGIÃO NORDESTE,0.01483851,0.0108723,0,0,0,0.00482257,0.00107441,0.03160778,1.51115831405663,0.0465930506900345
575,2020,2107258,Nova Colinas,MA,REGIÃO NORDESTE,0.0091155,0.00318121,0,0,0,0.02563132,0,0.03792803,1.14394447926017,0.0608315361555652
576,2020,2107308,Nova Iorque,MA,REGIÃO NORDESTE,0.01075466,0.0016962,0,4.39e-06,0,0.00587245,0,0.0183277,1.81301538073833,0.0799042021707339
577,2020,2107357,Nova Olinda do Maranhão,MA,REGIÃO NORDESTE,0.04158136,0.00871465,0.00041103,0,0,0.02651399,0,0.07722103,2.87688951718111,0.199501640113836
578,2020,2107407,Olho d'Água das Cunhãs,MA,REGIÃO NORDESTE,0.01596906,0.01097082,0,0,0,0.04137967,0.00056573,0.06888528,1.23014281062968,0.0566304052193816
579,2020,2107456,Olinda Nova do Maranhão,MA,REGIÃO NORDESTE,0.02972366,0.0076568,5.9e-06,0,0,0.00673628,0,0.04412265,0.886435039749313,0.0160771061336134
580,2020,2107506,Paço do Lumiar,MA,REGIÃO NORDESTE,0.18171724,0.02855052,0.00413824,0.0010163,0,0.00263676,0.09370676,0.31176581,0.579454856278074,0.0099879677717385
581,2020,2107605,Palmeirândia,MA,REGIÃO NORDESTE,0.01671026,0.01866435,0,0,0,0.00642743,0.04207617,0.08387821,1.06512701063385,0.0427445769555106
582,2020,2107704,Paraibano,MA,REGIÃO NORDESTE,0.05816626,0.00378887,6.111e-05,0,0,0.01452108,0.00155996,0.07809728,0.91500356217069,0.043362983536414
583,2020,2107803,Parnarama,MA,REGIÃO NORDESTE,0.03378928,0.02206761,1.719e-05,0,0,0.04407884,0.00180681,0.10175973,2.87290555987399,0.280723359051125
584,2020,2107902,Passagem Franca,MA,REGIÃO NORDESTE,0.0467561,0.00721467,4.659e-05,0,0,0.01894533,0,0.0729627,1.60728522334854,0.110973449024139
585,2020,2108009,Pastos Bons,MA,REGIÃO NORDESTE,0.07561061,0.00557825,0.00027955,0.00010357,0,0.01673683,0.01740888,0.11571767,1.98526125959467,0.133724967575564
586,2020,2108058,Paulino Neves,MA,REGIÃO NORDESTE,0.00808093,0.012121,0,0,0,0.00572598,0.00356867,0.02949657,1.43941202901167,0.0796455626564557
587,2020,2108108,Paulo Ramos,MA,REGIÃO NORDESTE,0.05111166,0.00905698,1.744e-05,2.174e-05,0,0.0299896,0,0.09019742,1.52044444728632,0.0858403067657983
588,2020,2108207,Pedreiras,MA,REGIÃO NORDESTE,0.16825337,0.00595626,0.00153605,0,0,0.01920389,0.0293375,0.22428707,1.51050468469708,0.0235067074524346
589,2020,2108256,Pedro do Rosário,MA,REGIÃO NORDESTE,0.03924412,0.01677221,0,0,0,0.01574388,0,0.07176021,2.01357834148618,0.142350395307968
590,2020,2108306,Penalva,MA,REGIÃO NORDESTE,0.08406935,0.01946062,1.928e-05,0,0,0.01188547,0.0019627,0.11739743,1.25897251073366,0.0600692888215798
591,2020,2108405,Peri Mirim,MA,REGIÃO NORDESTE,0.01923899,0.01165497,2.2e-06,0,0,0.00510095,0.00025131,0.03624842,1.13001079385535,0.0329591823799591
592,2020,2108454,Peritoró,MA,REGIÃO NORDESTE,0.0339157,0.01713399,0,0,0,0.0205985,0.00217082,0.07381902,1.03619869095199,0.0671954388520227
593,2020,2108504,Pindaré-Mirim,MA,REGIÃO NORDESTE,0.10570473,0.01074127,0.00063767,1.18e-05,0,0.01194736,0,0.12904283,1.21997598779019,0.0222664461417454
594,2020,2108603,Pinheiro,MA,REGIÃO NORDESTE,0.23769759,0.03552421,0.00018457,1.9e-06,0,0.02827286,0.15288064,0.45456177,2.25526642194794,0.12300674517644
