OBJECTID,ANO,CDMUN,NMMUN,NMEST,NMREG,VZHURM3S,VZHRUM3S,VZINDM3S,VZMINM3S,VZTERM3S,VZANIM3S,VZIRRM3S,VZTOTM3S,SHAPE_Length,SHAPE_Area
921,1980,2606101,Glória do Goitá,PE,REGIÃO NORDESTE,0.00681866,0.02589402,0.00345084,0,0,0.00751485,0.00103853,0.04471689,0.675050938901536,0.0172528420243352
922,1980,2606200,Goiana,PE,REGIÃO NORDESTE,0.0770497,0.02479106,0.09226062,0.00074065,0,0.00273727,0.0335992,0.23117849,0.988556339302379,0.0401936376303589
923,1980,2606309,Granito,PE,REGIÃO NORDESTE,0.00074918,0.00536482,0,0,0,0.00802672,0.05327154,0.06741226,0.871612718476245,0.0423981954845973
924,1980,2606408,Gravatá,PE,REGIÃO NORDESTE,0.07360269,0.02100427,0.01913347,1.176e-05,0,0.01719378,0.03930717,0.17025314,0.920809196121757,0.0402371486056123
925,1980,2606507,Iati,PE,REGIÃO NORDESTE,0.00692795,0.01750593,0.00020402,0,0,0.01479576,0.00205114,0.04148479,1.30215840460496,0.0464484999897176
926,1980,2606606,Ibimirim,PE,REGIÃO NORDESTE,0.00958827,0.01187845,0.00014434,0,0,0.00927275,0.44876993,0.47965373,1.86512338726465,0.155534338367605
927,1980,2606705,Ibirajuba,PE,REGIÃO NORDESTE,0.00108685,0.0088248,0.00015339,0,0,0.00783812,8.94e-06,0.0179121,0.649298029017124,0.0180541549054987
928,1980,2606804,Igarassu,PE,REGIÃO NORDESTE,0.13239211,0.02430994,0.09770313,0.00072319,0,0.0091588,0.04576921,0.31005639,1.1588937891178,0.0389959156749076
929,1980,2606903,Iguaraci,PE,REGIÃO NORDESTE,0.00364645,0.00980939,0,0,0,0.01281274,0.03993715,0.06620574,1.56339286796121,0.0634186988501313
930,1980,2607000,Inajá,PE,REGIÃO NORDESTE,0.01041529,0.01742552,0.00039521,0,0,0.01468088,0.00609312,0.04901001,2.37658074903963,0.135078634171018
931,1980,2607109,Ingazeira,PE,REGIÃO NORDESTE,0.00165627,0.00379029,0,0,0,0.00433699,0.01761884,0.02740239,0.613383269605815,0.0200821506359934
932,1980,2607208,Ipojuca,PE,REGIÃO NORDESTE,0.03166803,0.02618933,0.04989758,5.96e-06,0,0.00298285,0.02683879,0.13758255,1.00112675588186,0.042127765926881
933,1980,2607307,Ipubi,PE,REGIÃO NORDESTE,0.00995726,0.01407923,0.01302157,0.00244336,0,0.00999132,3.81e-05,0.04953086,1.25992219162515,0.0792935526931899
934,1980,2607406,Itacuruba,PE,REGIÃO NORDESTE,0.00260918,0.00317684,0.0002755,0,0,0.00421004,0.73575627,0.74602782,0.87755624100235,0.0359917868308482
935,1980,2607505,Itaíba,PE,REGIÃO NORDESTE,0.00477014,0.02922678,0.00223475,0,0,0.02601745,0.00200185,0.06425098,1.54790605760775,0.0877551549234144
936,1980,2607604,Ilha de Itamaracá,PE,REGIÃO NORDESTE,0.02810806,0.0020618,0.00039606,0,0,0.00037206,0,0.03093798,0.322998784789726,0.00539633005973265
937,1980,2607653,Itambé,PE,REGIÃO NORDESTE,0.04235511,0.01731279,0.01487671,0,0,0.00348846,0.00204703,0.0800801,0.922363713986884,0.0251669221163027
938,1980,2607703,Itapetim,PE,REGIÃO NORDESTE,0.00662721,0.0132988,0.0016198,0,0,0.00955301,0.03546996,0.06656878,0.951450735304137,0.0334983589007061
939,1980,2607802,Itaquitinga,PE,REGIÃO NORDESTE,0.01162993,0.00577247,0.00023089,0,0,0.0011478,0.00243575,0.02121683,0.485713549556645,0.00947145468039336
940,1980,2607901,Jaboatão dos Guararapes,PE,REGIÃO NORDESTE,0.68527766,0.04539653,0.26488277,0.0006894,0,0.00469224,0.00110457,1.00204317,0.606446531646641,0.0209748848507895
941,1980,2608008,Jataúba,PE,REGIÃO NORDESTE,0.0032663,0.01326481,0.00063175,0,0,0.01130177,0.01841068,0.0468753,1.15096980792088,0.0585108205880293
942,1980,2608107,João Alfredo,PE,REGIÃO NORDESTE,0.00936753,0.0234872,0.00263726,0,0,0.00938843,0.00139615,0.04627657,0.670638233894008,0.012265997199602
943,1980,2608206,Joaquim Nabuco,PE,REGIÃO NORDESTE,0.01057019,0.0092805,0.00994738,0,0,0.0008243,0.00017535,0.03079773,0.494860898818791,0.00950187986625743
944,1980,2608305,Jupi,PE,REGIÃO NORDESTE,0.00416454,0.01663797,0.00239455,0,0,0.00791782,0.00155833,0.03267321,0.848239866056696,0.0213123311729503
945,1980,2608404,Jurema,PE,REGIÃO NORDESTE,0.00365352,0.01050769,0.00059439,0,0,0.0038746,0.00520442,0.02383463,0.554947024094746,0.012003231808402
946,1980,2608503,Lagoa do Itaenga,PE,REGIÃO NORDESTE,0.00791721,0.00825181,0.01000983,1.176e-05,0,0.00230508,0.00049324,0.02898893,0.345998669011753,0.00496266877570297
947,1980,2608602,Lagoa do Ouro,PE,REGIÃO NORDESTE,0.00250866,0.01231889,0.00016381,1.176e-05,0,0.01269444,0.00401721,0.03171476,0.674418547842343,0.0179180115322029
948,1980,2608701,Lagoa dos Gatos,PE,REGIÃO NORDESTE,0.00798817,0.01535016,0.00095723,0,0,0.00448911,0.06017317,0.08895783,0.614956218373111,0.0154435261789524
949,1980,2608800,Lajedo,PE,REGIÃO NORDESTE,0.01745052,0.01681339,0.00515619,0,0,0.01321596,0.00113455,0.05377061,0.597606875055857,0.0169019606661477
950,1980,2608909,Limoeiro,PE,REGIÃO NORDESTE,0.06161713,0.02372237,0.02298952,0,0,0.01858283,0.00021884,0.12713069,0.873372277321773,0.0226910201701605
951,1980,2609006,Macaparana,PE,REGIÃO NORDESTE,0.00884115,0.01405105,0.01882207,0,0,0.00431208,0.00252015,0.0485465,0.541113957405601,0.00807255120232458
952,1980,2609105,Machados,PE,REGIÃO NORDESTE,0.00326873,0.00725663,0.00125344,0,0,0.0032146,0.00275593,0.01774935,0.421134841314563,0.00362121392536766
953,1980,2609204,Maraial,PE,REGIÃO NORDESTE,0.01389784,0.0136061,0.02257591,0,0,0.00211971,0.00400045,0.0562,0.852071614636695,0.0252259405295551
954,1980,2609303,Mirandiba,PE,REGIÃO NORDESTE,0.00541201,0.01010458,0.00071909,0,0,0.00904365,0.04418651,0.06946584,1.34479969884154,0.063262451042366
955,1980,2609402,Moreno,PE,REGIÃO NORDESTE,0.03911516,0.01027539,0.02629357,2.5e-07,0,0.00478604,0.00576857,0.08623899,0.63292246312761,0.015772843490426
956,1980,2609501,Nazaré da Mata,PE,REGIÃO NORDESTE,0.02680196,0.01179883,0.02004617,0,0,0.00527085,0.00803055,0.07194836,0.467727993692028,0.0116319378359423
957,1980,2609600,Olinda,PE,REGIÃO NORDESTE,0.63459775,0.01761617,0.14445735,0,0,0.00058603,0.00010729,0.79736458,0.278881714340701,0.00319796589241377
958,1980,2609709,Orobó,PE,REGIÃO NORDESTE,0.00489991,0.02044608,0.00091041,0,0,0.0098518,0.00625335,0.04236156,0.476308939459737,0.010436907432782
959,1980,2609808,Orocó,PE,REGIÃO NORDESTE,0.00486816,0.00558492,0.00022411,0,0,0.00632275,0.97953572,0.99653566,1.12957690988122,0.0461178005284936
960,1980,2609907,Ouricuri,PE,REGIÃO NORDESTE,0.02054698,0.05698633,0.00413732,0.00205311,0,0.04955363,0.00368886,0.13696622,3.64323252191506,0.380540876961096
961,1980,2610004,Palmares,PE,REGIÃO NORDESTE,0.11166639,0.01994623,0.04075389,0.00073487,0,0.00267088,0.00825219,0.18402445,1.00441148864218,0.0308030066056961
962,1980,2610103,Palmeirina,PE,REGIÃO NORDESTE,0.00476943,0.00766811,0.00016229,0,0,0.01289975,0.00437,0.02986958,0.828941800772398,0.0164823676520518
963,1980,2610202,Panelas,PE,REGIÃO NORDESTE,0.00584657,0.02723454,0.00192757,0,0,0.01141815,0.00247871,0.04890554,0.852699473493777,0.0301161607379271
964,1980,2610301,Paranatama,PE,REGIÃO NORDESTE,0.00143934,0.01251362,0.00048547,8e-08,0,0.00763157,0.00186568,0.02393576,0.758655965690652,0.0224328180662766
965,1980,2610400,Parnamirim,PE,REGIÃO NORDESTE,0.00477619,0.01329842,0.00084386,1.7e-07,0,0.01904742,0.23782737,0.27579342,3.0251116201778,0.212392007920939
966,1980,2610509,Passira,PE,REGIÃO NORDESTE,0.00816,0.02286261,0.00092928,0,0,0.01354834,0.00053001,0.04603023,0.867804440639143,0.0296943568453247
967,1980,2610608,Paudalho,PE,REGIÃO NORDESTE,0.05264956,0.01319816,0.03044362,0.00055478,0,0.01713152,0.00637514,0.12035277,0.718132776192457,0.0220956809916216
968,1980,2610707,Paulista,PE,REGIÃO NORDESTE,0.24525169,0.07749105,0.13846446,1.278e-05,0,0.0029071,0.00024802,0.4643751,1.13842200183556,0.0186725931714871
969,1980,2610806,Pedra,PE,REGIÃO NORDESTE,0.01212152,0.0158111,0.00127964,1.5e-07,0,0.02548723,0.06041808,0.11511772,1.44542872102502,0.0696088329613728
970,1980,2610905,Pesqueira,PE,REGIÃO NORDESTE,0.04804408,0.02269071,0.07865391,0,0,0.0273509,0.25989333,0.43663293,1.86343156872583,0.0846602758807767
971,1980,2611002,Petrolândia,PE,REGIÃO NORDESTE,0.0226231,0.01599219,0.0043678,0,0,0.01211726,0.48015863,0.53525897,2.27292692387766,0.112407750322549
972,1980,2611101,Petrolina,PE,REGIÃO NORDESTE,0.12744817,0.03392098,0.05030309,1.176e-05,0,0.04824251,1.5992273,1.85915382,4.1322490092244,0.503529993056594
973,1980,2611200,Poção,PE,REGIÃO NORDESTE,0.00572014,0.00678617,0.00155174,0,0,0.00650316,4.794e-05,0.02060916,0.696324242280342,0.0171843607739329
974,1980,2611309,Pombos,PE,REGIÃO NORDESTE,0.00932214,0.01716621,0.04845137,0,0,0.00530739,0.00839966,0.08864678,0.671070613050124,0.0193541874976226
975,1980,2611408,Primavera,PE,REGIÃO NORDESTE,0.00826554,0.00542253,0.00120412,0.00072311,0,0.00099671,0.00155677,0.01816877,0.584059212364045,0.00780400928486298
976,1980,2611507,Quipapá,PE,REGIÃO NORDESTE,0.01005745,0.0148417,0.01986518,0,0,0.00336607,0.00156754,0.04969793,0.579882705756615,0.0185426728687866
977,1980,2611606,Recife,PE,REGIÃO NORDESTE,3.87516818,0.02348761,1.05969302,0.00119952,0,0.00439471,0.00050854,4.96445158,0.777161357756767,0.0180284534731419
978,1980,2611705,Riacho das Almas,PE,REGIÃO NORDESTE,0.00775576,0.0169246,0.00109375,0,0,0.00957747,0.00130211,0.03665369,0.808107156126164,0.0256047317347797
979,1980,2611804,Ribeirão,PE,REGIÃO NORDESTE,0.03863651,0.01623298,0.01534697,9e-08,0,0.00489792,0.00530588,0.08042035,0.943414883167726,0.0235958009351822
980,1980,2611903,Rio Formoso,PE,REGIÃO NORDESTE,0.02736818,0.02324395,0.03462304,0,0,0.00353093,0.00809201,0.09685811,1.04476463247899,0.0359993599918704
981,1980,2612000,Sairé,PE,REGIÃO NORDESTE,0.00244289,0.01456243,0.00283323,0,0,0.00720435,0.02003301,0.04707591,0.5764729279654,0.016293983939076
982,1980,2612109,Salgadinho,PE,REGIÃO NORDESTE,0.00164498,0.00514605,0,0,0,0.00335091,0,0.01014194,0.483088467766491,0.00579157444296298
983,1980,2612208,Salgueiro,PE,REGIÃO NORDESTE,0.04675918,0.01588397,0.00634004,1.1e-07,0,0.01594109,0.64298878,0.72791318,2.32822293369639,0.141536884610827
984,1980,2612307,Saloá,PE,REGIÃO NORDESTE,0.00344979,0.01446154,0.00022951,0,0,0.01238923,0.01651803,0.04704811,0.970474455534827,0.0242452834141716
985,1980,2612406,Sanharó,PE,REGIÃO NORDESTE,0.00668314,0.01069006,0.00042889,0,0,0.01409533,0.00036483,0.03226225,0.667349795445533,0.0200643103109151
986,1980,2612505,Santa Cruz do Capibaribe,PE,REGIÃO NORDESTE,0.02711469,0.00308304,0.00744131,1.176e-05,0,0.00694112,0.00016946,0.04476138,0.883724438194275,0.0302288821249001
987,1980,2612604,Santa Maria da Boa Vista,PE,REGIÃO NORDESTE,0.01247818,0.02201538,0.00047205,0,0,0.02777784,3.30701968,3.36976313,2.98645050851831,0.397273342393432
988,1980,2612703,Santa Maria do Cambucá,PE,REGIÃO NORDESTE,0.00173964,0.01036736,0.0015255,1e-07,0,0.00407929,1.2e-07,0.01771202,0.372467363449923,0.00776724759944181
989,1980,2612802,Santa Terezinha,PE,REGIÃO NORDESTE,0.00346425,0.00798264,0.00047885,0,0,0.00432231,0.00041598,0.01666403,0.649646944131235,0.0177576793865114
990,1980,2612901,São Benedito do Sul,PE,REGIÃO NORDESTE,0.00448143,0.00811888,0.00079779,1.01e-06,0,0.0018565,0.00014508,0.01540068,0.669312099606306,0.017072820086057
991,1980,2613008,São Bento do Una,PE,REGIÃO NORDESTE,0.01796339,0.02817173,0.00640942,0,0,0.04029462,0.00449527,0.09733443,1.23238328801744,0.0587630275028581
992,1980,2613107,São Caitano,PE,REGIÃO NORDESTE,0.01304884,0.01623679,0.00222996,0,0,0.01040001,0.02121751,0.06313311,0.837892827248377,0.0304359358197805
993,1980,2613206,São João,PE,REGIÃO NORDESTE,0.00483092,0.01682251,0.00070928,0,0,0.01010711,0.0487512,0.08122102,0.614922783545571,0.019189600707442
994,1980,2613305,São Joaquim do Monte,PE,REGIÃO NORDESTE,0.00605952,0.01594394,0.00043855,0,0,0.0110083,0.02058957,0.05403989,0.747935451948738,0.0186523568946815
995,1980,2613404,São José da Coroa Grande,PE,REGIÃO NORDESTE,0.01004878,0.00574633,0.00188389,0,0,0.00084001,0.00185132,0.02037033,0.360884989977069,0.00609089941231687
996,1980,2613503,São José do Belmonte,PE,REGIÃO NORDESTE,0.0106167,0.02556226,0.0015882,0,0,0.01600456,0.02015016,0.07392188,1.7988915845609,0.122085742742578
997,1980,2613602,São José do Egito,PE,REGIÃO NORDESTE,0.01704617,0.01884652,0.0064732,1.176e-05,0,0.01731384,0.02614142,0.08583292,1.47783577628676,0.0640312637587132
998,1980,2613701,São Lourenço da Mata,PE,REGIÃO NORDESTE,0.3474182,0.01948329,0.08095429,1.478e-05,0,0.00869468,0.00362886,0.46019409,0.77254298722941,0.0255833192350007
999,1980,2613800,São Vicente Ferrer,PE,REGIÃO NORDESTE,0.00910089,0.0102439,0.00028781,0,0,0.0022019,0.08027651,0.102111,0.52898165160068,0.00975330759987612
1000,1980,2613909,Serra Talhada,PE,REGIÃO NORDESTE,0.05393381,0.04172213,0.00857621,2.7e-07,0,0.04098281,0.2163211,0.36153633,2.50180396637652,0.241447946955079
1001,1980,2614006,Serrita,PE,REGIÃO NORDESTE,0.00201317,0.01894375,0.00028517,0,0,0.01951266,0.09819599,0.13895073,2.02267235745689,0.131223963251332
1002,1980,2614105,Sertânia,PE,REGIÃO NORDESTE,0.01781878,0.02184435,0.00248279,0,0,0.03900494,0.03984432,0.12099518,2.21138881832413,0.1926494052966
1003,1980,2614204,Sirinhaém,PE,REGIÃO NORDESTE,0.01926887,0.02418779,0.01023536,5e-08,0,0.00205508,0.00613631,0.06188346,0.969615409648651,0.0292116000224084
1004,1980,2614303,Moreilândia,PE,REGIÃO NORDESTE,0.0057294,0.01061726,0.00086434,0,0,0.00934396,0.00463383,0.03118878,1.10684153614182,0.0503949783127832
1005,1980,2614402,Solidão,PE,REGIÃO NORDESTE,0.00075362,0.0063472,7.148e-05,0,0,0.00337437,0,0.01054667,0.511631294861599,0.0106774553714624
1006,1980,2614501,Surubim,PE,REGIÃO NORDESTE,0.02769317,0.04605939,0.00952412,3.8e-07,0,0.02423727,0.00177064,0.10928497,1.08835617708513,0.0362754614027303
1007,1980,2614600,Tabira,PE,REGIÃO NORDESTE,0.01175043,0.01290017,0.00325429,0,0,0.00979348,0.01681396,0.05451234,0.820247788867602,0.0320822478053872
1008,1980,2614709,Tacaimbó,PE,REGIÃO NORDESTE,0.00329398,0.00791862,0.00234979,2e-07,0,0.00653263,0.0015253,0.02162052,0.722816929828371,0.0171171775317762
1009,1980,2614808,Tacaratu,PE,REGIÃO NORDESTE,0.00756186,0.01133459,0.00085237,0,0,0.00869196,0.00314135,0.03158213,1.67419171841504,0.101940280844159
1010,1980,2615003,Taquaritinga do Norte,PE,REGIÃO NORDESTE,0.00754743,0.01044741,0.00166883,0,0,0.00830653,0.01092609,0.03889629,0.879910167850753,0.0368627309881772
1011,1980,2615102,Terezinha,PE,REGIÃO NORDESTE,0.00129564,0.00676874,7.148e-05,0,0,0.00846654,0.00084122,0.01744362,0.542681349094213,0.011583097271275
1012,1980,2615201,Terra Nova,PE,REGIÃO NORDESTE,0.00226988,0.00362486,0,0,0,0.00377398,0.08091903,0.09058774,0.896838486653222,0.0296096274679635
1013,1980,2615300,Timbaúba,PE,REGIÃO NORDESTE,0.07049499,0.02355654,0.03860086,0.00073487,0,0.00875697,0.00551055,0.14765478,0.944058678297277,0.0262331568372322
1014,1980,2615409,Toritama,PE,REGIÃO NORDESTE,0.00901118,0.00182887,0.00560601,0,0,0.00092284,0.00477776,0.02214666,0.275282648230479,0.00286992852624635
1015,1980,2615508,Tracunhaém,PE,REGIÃO NORDESTE,0.00580934,0.00812744,0.00171268,0,0,0.00310076,0.00164676,0.02039698,0.578034596773243,0.0114983838847299
1016,1980,2615607,Trindade,PE,REGIÃO NORDESTE,0.01098681,0.0056455,0.00260374,0.00073492,0,0.00304039,0,0.02301136,0.581220458864879,0.0187250032773575
1017,1980,2615706,Triunfo,PE,REGIÃO NORDESTE,0.00929941,0.02313872,0.00303747,0,0,0.00714911,0.05123941,0.09386412,0.834481769609733,0.0210932099485762
1018,1980,2615805,Tupanatinga,PE,REGIÃO NORDESTE,0.00342947,0.01840512,0.00016229,0,0,0.01185809,0.00119295,0.03504791,1.70635531438591,0.0710752097313078
1019,1980,2615904,Tuparetama,PE,REGIÃO NORDESTE,0.00532,0.00289976,0.00132056,0,0,0.00407913,0.00836007,0.02197953,0.803395409354336,0.0189425036035562
1020,1980,2616001,Venturosa,PE,REGIÃO NORDESTE,0.00816294,0.00680734,0.0013065,0,0,0.0096743,0.00256412,0.0285152,0.807793923548404,0.0267622265581352
1021,1980,2616100,Verdejante,PE,REGIÃO NORDESTE,0.00173726,0.00789308,0.00018623,0,0,0.00529633,0.05325314,0.06836605,0.955944749198665,0.0368030073945491
1022,1980,2616209,Vertentes,PE,REGIÃO NORDESTE,0.00681549,0.01394941,0.00173066,0,0,0.00907944,0.00348912,0.03506412,0.722567691505317,0.0137904427622339
1023,1980,2616308,Vicência,PE,REGIÃO NORDESTE,0.01509089,0.02300036,0.04397423,0,0,0.00344567,0.02808859,0.11359975,0.839124015797033,0.0204680350524721
1024,1980,2616407,Vitória de Santo Antão,PE,REGIÃO NORDESTE,0.14460613,0.03456149,0.06092252,0,0,0.00978814,0.00253297,0.25241124,0.988149399306473,0.02824217727499
1025,1980,2700102,Água Branca,AL,REGIÃO NORDESTE,0.0029347,0.0181205,0.00169149,0,0,0.00990098,0.0010493,0.03369697,1.04327120051371,0.0588584051966592
1026,1980,2700201,Anadia,AL,REGIÃO NORDESTE,0.00534914,0.0086083,0.00119147,0,0,0.00657264,4.248e-05,0.02176402,0.570692257673396,0.0156426255849921
1027,1980,2700300,Arapiraca,AL,REGIÃO NORDESTE,0.19443385,0.03963654,0.05906046,0.00052303,0,0.01811749,0.00050588,0.31227723,1.23847002886009,0.0529161917321962
1028,1980,2700409,Atalaia,AL,REGIÃO NORDESTE,0.02434384,0.02563195,0.06446793,0.00052303,0,0.00594871,0.00348233,0.12439778,0.926177710922414,0.0436878498021086
1029,1980,2700508,Barra de Santo Antônio,AL,REGIÃO NORDESTE,0.01175757,0.00483093,0.00062228,0,0,0.00048228,1.845e-05,0.01771151,0.670067233900551,0.0191315645906483
1030,1980,2700607,Barra de São Miguel,AL,REGIÃO NORDESTE,0.007483,0.00077368,0,0,0,2.035e-05,0,0.00827702,0.476849315073131,0.00621626340042861
1031,1980,2700706,Batalha,AL,REGIÃO NORDESTE,0.0130884,0.00380179,0.00268086,0,0,0.01308545,0,0.03265651,0.729199484957806,0.0264763344794451
1032,1980,2700805,Belém,AL,REGIÃO NORDESTE,0.00344354,0.00390843,0,0,0,0.00424548,0.00022102,0.01181848,0.294608221976321,0.00398870907856948
1033,1980,2700904,Belo Monte,AL,REGIÃO NORDESTE,0.00192364,0.00394553,0.00027102,6.86e-06,0,0.00721524,0.00890607,0.02226838,0.757680533696481,0.0276052263868905
1034,1980,2701001,Boca da Mata,AL,REGIÃO NORDESTE,0.01241915,0.00994231,0.06158748,0,0,0.00408985,0.00299915,0.09103794,0.5858853302327,0.0153548192996291
1035,1980,2701100,Branquinha,AL,REGIÃO NORDESTE,0.00586722,0.00577443,0.00023271,0,0,0.00152478,0.00327834,0.01667748,0.746322587021851,0.0156870991985257
1036,1980,2701209,Cacimbinhas,AL,REGIÃO NORDESTE,0.0048846,0.00673899,0.00100965,0,0,0.01663111,0,0.02926434,0.739007375043102,0.0260662001369896
1037,1980,2701308,Cajueiro,AL,REGIÃO NORDESTE,0.02065211,0.00520051,0.02761487,0,0,0.00144755,0.0001823,0.05509735,0.450904565704653,0.0112052579344319
1038,1980,2701407,Campo Alegre,AL,REGIÃO NORDESTE,0.01890228,0.01033177,0.02575814,0,0,0.00173767,0.00622271,0.06295258,0.772762072166984,0.0242996544174911
1039,1980,2701506,Campo Grande,AL,REGIÃO NORDESTE,0.00546833,0.00529402,1.042e-05,0,0,0.01041728,0,0.02119006,0.547805169618957,0.0137962173231389
1040,1980,2701605,Canapi,AL,REGIÃO NORDESTE,0.00188472,0.01335383,0.00067618,0,0,0.01285803,0,0.02877275,1.00025214662469,0.0470481950022705
1041,1980,2701704,Capela,AL,REGIÃO NORDESTE,0.01361638,0.00966769,0.03046639,0,0,0.0029318,0.00076969,0.05745195,0.853031153226423,0.0186262681840913
1042,1980,2701803,Carneiros,AL,REGIÃO NORDESTE,0.00331489,0.00326979,0.00010589,0,0,0.00426275,0,0.01095332,0.432713945957582,0.00935148604011165
1043,1980,2701902,Chã Preta,AL,REGIÃO NORDESTE,0.01175355,0.00654349,7.148e-05,0,0,0.00825369,0.00335001,0.02997223,0.612408534390329,0.0165427705733396
1044,1980,2702009,Coité do Nóia,AL,REGIÃO NORDESTE,0.001603,0.00623144,0,0,0,0.00250635,7.145e-05,0.01041224,0.408508730815643,0.00723483882625103
1045,1980,2702108,Colônia Leopoldina,AL,REGIÃO NORDESTE,0.01827344,0.00647466,0.02308757,0,0,0.00084724,0.00539806,0.05408097,0.79312345042843,0.0241707452026914
1046,1980,2702207,Coqueiro Seco,AL,REGIÃO NORDESTE,0.00858076,0.00027296,7.148e-05,0,0,0.00011467,8.516e-05,0.00912504,0.309431087526725,0.00335920061392481
1047,1980,2702306,Coruripe,AL,REGIÃO NORDESTE,0.03139365,0.02667616,0.13496607,5.174e-05,0,0.00586209,0.04830406,0.24725378,1.54382099959691,0.104471618647841
1048,1980,2702405,Delmiro Gouveia,AL,REGIÃO NORDESTE,0.04584155,0.00660217,0.02178223,0,0,0.00658346,0.00083938,0.08164879,1.07246972906039,0.0499464626092054
1049,1980,2702504,Dois Riachos,AL,REGIÃO NORDESTE,0.00674113,0.00449702,0.00049642,0,0,0.00775758,0,0.01949214,0.523499891792193,0.011651773125318
1050,1980,2702603,Feira Grande,AL,REGIÃO NORDESTE,0.00240425,0.01258888,7.148e-05,0,0,0.006667,0.00018979,0.0219214,0.58148246818148,0.0128216021756092
1051,1980,2702702,Feliz Deserto,AL,REGIÃO NORDESTE,0.00285635,0.00077033,7.148e-05,0,0,0.00022367,1.5e-06,0.00392334,0.388233651152382,0.00767796924282137
1052,1980,2702801,Flexeiras,AL,REGIÃO NORDESTE,0.00764109,0.00800444,0.00476477,0,0,0.00198335,0.00862494,0.03101859,0.798410561667416,0.0259896720383692
1053,1980,2702900,Girau do Ponciano,AL,REGIÃO NORDESTE,0.00457401,0.01523248,0.00014437,0,0,0.0151429,7.566e-05,0.03516942,0.963350868666653,0.0413598480852766
1054,1980,2703007,Ibateguara,AL,REGIÃO NORDESTE,0.00731607,0.00625353,0.00206909,0,0,0.00517039,0.00207656,0.02288564,0.628526140075034,0.0209474776274715
1055,1980,2703106,Igaci,AL,REGIÃO NORDESTE,0.00355437,0.01740328,0.00031591,0,0,0.0169008,2.3e-07,0.0381746,0.957501006524843,0.0275458829643513
1056,1980,2703205,Igreja Nova,AL,REGIÃO NORDESTE,0.00799345,0.01257073,2.085e-05,0,0,0.01388144,0.0217736,0.05624008,0.870687323250959,0.0352269702788505
1057,1980,2703304,Inhapi,AL,REGIÃO NORDESTE,0.00308239,0.00883325,0,0,0,0.00812927,0.00010245,0.02014736,0.77550775528229,0.0308114279100204
1058,1980,2703403,Jacaré dos Homens,AL,REGIÃO NORDESTE,0.00679655,0.00176583,0.00077511,0,0,0.00598991,0,0.01532741,0.515722112960754,0.0117703009017799
1059,1980,2703502,Jacuípe,AL,REGIÃO NORDESTE,0.0049732,0.00446934,0.0002755,0,0,0.00201749,0.00127275,0.01300827,0.720040431539125,0.018037648689586
1060,1980,2703601,Japaratinga,AL,REGIÃO NORDESTE,0.00309222,0.00230945,0.0039185,0,0,0.00036379,0,0.00968396,0.399226363052833,0.00715941346769118
1061,1980,2703700,Jaramataia,AL,REGIÃO NORDESTE,0.00185331,0.00157439,0.00080739,5.215e-05,0,0.00302287,0.00045136,0.00776147,0.506931304256859,0.00854217983092748
1062,1980,2703809,Joaquim Gomes,AL,REGIÃO NORDESTE,0.0061956,0.0112225,0.02662859,0.00052303,0,0.00241135,0.00193105,0.04891211,0.808264146825602,0.0198534312588072
1063,1980,2703908,Jundiá,AL,REGIÃO NORDESTE,0.00169488,0.00772012,0.00110652,0,0,0.00131092,0.00011795,0.01195038,0.606093222616012,0.0143581131392193
1064,1980,2704005,Junqueiro,AL,REGIÃO NORDESTE,0.01358651,0.01627723,0.00899714,0,0,0.00445606,0.00012583,0.04344278,0.727871496175167,0.018335350359163
1065,1980,2704104,Lagoa da Canoa,AL,REGIÃO NORDESTE,0.00320904,0.00781501,0.0008095,0,0,0.00279525,0,0.01462881,0.436114471714908,0.00835379923603958
1066,1980,2704203,Limoeiro de Anadia,AL,REGIÃO NORDESTE,0.00207079,0.01375927,0.00016229,0,0,0.00841581,0.00017733,0.0245855,0.77750423228689,0.0272794915095975
1067,1980,2704302,Maceió,AL,REGIÃO NORDESTE,0.73441093,0.00588351,0.27936868,0.00052661,0,0.00359236,2.949e-05,1.0238116,1.04591785597661,0.0421369360471014
1068,1980,2704401,Major Isidoro,AL,REGIÃO NORDESTE,0.01317376,0.00888539,0.00162569,0,0,0.02358657,0,0.0472714,0.916237244531763,0.0374106241171951
1069,1980,2704500,Maragogi,AL,REGIÃO NORDESTE,0.0161694,0.00750839,8.191e-05,0,0,0.00175921,0.00033745,0.02585635,0.700387426145144,0.0273786416738206
1070,1980,2704609,Maravilha,AL,REGIÃO NORDESTE,0.00571259,0.00736607,0.00031203,0,0,0.00747043,0,0.02086111,0.78756188253768,0.0231460052416658
1071,1980,2704708,Marechal Deodoro,AL,REGIÃO NORDESTE,0.04665037,0.01068722,0.02048745,0,0,0.00249673,0.00119966,0.08152142,0.823909913281557,0.0297473323369686
1072,1980,2704807,Maribondo,AL,REGIÃO NORDESTE,0.01334704,0.00582464,0.00151749,0,0,0.00928721,0.09520028,0.12517666,0.607246410576329,0.0141503018193297
1073,1980,2704906,Mar Vermelho,AL,REGIÃO NORDESTE,0.00065587,0.00308326,0,0,0,0.00596063,0,0.00969976,0.416870304153278,0.00747424661097231
1074,1980,2705002,Mata Grande,AL,REGIÃO NORDESTE,0.0042401,0.0165055,0.00081872,0,0,0.01425294,0.00047969,0.03629694,1.39344935266366,0.0754799763037702
