OBJECTID,ANO,CDMUN,NMMUN,NMEST,NMREG,VZHURM3S,VZHRUM3S,VZINDM3S,VZMINM3S,VZTERM3S,VZANIM3S,VZIRRM3S,VZTOTM3S,SHAPE_Length,SHAPE_Area
1943,1980,3141504,Mendes Pimentel,MG,REGIÃO SUDESTE,0.00529709,0.01730396,0.00025709,0,0,0.02165269,0.01172751,0.05623834,1.00387925947879,0.0401887521102773
1944,1980,3141603,Mercês,MG,REGIÃO SUDESTE,0.00880301,0.00842837,0.0017071,0.00031533,0,0.01489462,0.00322597,0.0373744,0.880822801443,0.0306500498375626
1945,1980,3141702,Mesquita,MG,REGIÃO SUDESTE,0.01364362,0.01405524,0.01069236,0.00102345,0,0.01641429,0.01742613,0.07325509,1.30283935894245,0.0472812418312428
1946,1980,3141801,Minas Novas,MG,REGIÃO SUDESTE,0.00506765,0.03338906,8.557e-05,0,0,0.01722909,0.04853777,0.10430914,2.69804123588466,0.179266058906222
1947,1980,3141900,Minduri,MG,REGIÃO SUDESTE,0.00560411,0.00181867,0.00545853,0,0,0.00737223,8.93e-06,0.02026247,0.725771522802126,0.0192736505248318
1948,1980,3142007,Mirabela,MG,REGIÃO SUDESTE,0.01136661,0.01179166,0.00020641,0,0,0.03088188,0.0607108,0.11495737,1.57596289381463,0.098422975796351
1949,1980,3142106,Miradouro,MG,REGIÃO SUDESTE,0.0061103,0.00897687,0.00033445,0,0,0.01600503,0.01854252,0.04996917,0.901144773247481,0.0262170303106355
1950,1980,3142205,Miraí,MG,REGIÃO SUDESTE,0.01489514,0.00989523,0.02328395,6.5e-06,0,0.01740896,0.17334391,0.23883369,1.07427269586263,0.034538263210456
1951,1980,3142304,Moeda,MG,REGIÃO SUDESTE,0.00386245,0.00381532,0.00015339,0,0,0.00707595,0.00052919,0.0154363,0.625280302520363,0.0133031930130268
1952,1980,3142403,Moema,MG,REGIÃO SUDESTE,0.01142311,0.00191855,0.00036384,0,0,0.01043524,0.00052303,0.02466377,0.779060154353439,0.0175982755236367
1953,1980,3142502,Monjolos,MG,REGIÃO SUDESTE,0.00387826,0.00284647,0,0.00102345,0,0.01322923,0.02229735,0.04327476,1.71020800587229,0.0554359375261037
1954,1980,3142601,Monsenhor Paulo,MG,REGIÃO SUDESTE,0.00502379,0.00403227,0.01113326,0,0,0.01232433,0.00402449,0.03653814,0.636983617396112,0.0188961689655788
1955,1980,3142700,Montalvânia,MG,REGIÃO SUDESTE,0.0145105,0.0153682,0.00058547,0,0,0.05528023,0.28879893,0.37454333,2.07618021973901,0.124557742303384
1956,1980,3142809,Monte Alegre de Minas,MG,REGIÃO SUDESTE,0.02897215,0.0101772,0.00234258,0.00037081,0,0.06534827,0.01816952,0.12538053,2.59462615885508,0.22337680411847
1957,1980,3142908,Monte Azul,MG,REGIÃO SUDESTE,0.02653884,0.03204029,0.00152505,0,0,0.05097526,0.30178989,0.41286933,4.70804040139341,0.348570338258637
1958,1980,3143005,Monte Belo,MG,REGIÃO SUDESTE,0.00937644,0.01080539,0.00982606,0,0,0.01671857,0.00344901,0.05017548,0.953063880124688,0.0367610528202674
1959,1980,3143104,Monte Carmelo,MG,REGIÃO SUDESTE,0.03877236,0.00758448,0.01403842,0.0001375,0,0.04457373,0.03351952,0.13862601,2.39401103460594,0.116008156125403
1960,1980,3143203,Monte Santo de Minas,MG,REGIÃO SUDESTE,0.02204812,0.01307593,0.00400238,0.00031302,0,0.02239556,0.00145589,0.06329091,1.2338332860268,0.0512526520704253
1961,1980,3143302,Montes Claros,MG,REGIÃO SUDESTE,0.28120696,0.03226144,0.15753837,0.00134365,0,0.11344223,0.32547462,0.91126726,3.92790816281843,0.303565724854096
1962,1980,3143401,Monte Sião,MG,REGIÃO SUDESTE,0.01145271,0.00863453,0.0036283,0,0,0.01349253,0.00393996,0.04114803,0.85547445041053,0.0255224696682826
1963,1980,3143500,Morada Nova de Minas,MG,REGIÃO SUDESTE,0.00621542,0.00452498,7.148e-05,0,0,0.02008455,0.00311433,0.03401076,2.81009038861212,0.178707219386547
1964,1980,3143609,Morro da Garça,MG,REGIÃO SUDESTE,0.00201253,0.00268286,9.66e-06,0,0,0.00990265,0.02937378,0.04398149,1.24371311522923,0.0353558685324102
1965,1980,3143708,Morro do Pilar,MG,REGIÃO SUDESTE,0.008654,0.00301553,0.00014331,0,0,0.00477598,5e-08,0.01658886,0.935200419061844,0.0410744364439227
1966,1980,3143807,Munhoz,MG,REGIÃO SUDESTE,0.00386939,0.00379217,0.00023979,0,0,0.00674373,0.00132421,0.0159693,0.740448200926258,0.0166669628618103
1967,1980,3143906,Muriaé,MG,REGIÃO SUDESTE,0.12019259,0.0216704,0.02486023,7.3e-07,0,0.05073361,0.47436928,0.69182684,1.5968397856783,0.0830661018091264
1968,1980,3144003,Mutum,MG,REGIÃO SUDESTE,0.01744151,0.02621106,0.00271076,0,0,0.04749553,0.21515486,0.30901372,1.81667517948742,0.108467930583998
1969,1980,3144102,Muzambinho,MG,REGIÃO SUDESTE,0.01927306,0.00996576,0.00302961,6.599e-05,0,0.02109818,0.00415357,0.05758618,0.968554413633342,0.0356056706046681
1970,1980,3144201,Nacip Raydan,MG,REGIÃO SUDESTE,0.00406678,0.00354314,0.00014296,0,0,0.00870391,0.00039757,0.01685437,0.866491644245306,0.0195467845484146
1971,1980,3144300,Nanuque,MG,REGIÃO SUDESTE,0.07191879,0.00957312,0.04510103,4.448e-05,0,0.08211331,0.00099941,0.20975014,2.64223539510074,0.128958559787132
1972,1980,3144409,Natércia,MG,REGIÃO SUDESTE,0.00372528,0.00371362,0.00017736,0,0,0.01047438,0.00089474,0.01898537,0.726345567947724,0.0167581120064212
1973,1980,3144508,Nazareno,MG,REGIÃO SUDESTE,0.00797612,0.00301854,0.00092065,0.0252771,0,0.01015322,0.01256378,0.05990942,1.00949325127924,0.0281093047217123
1974,1980,3144607,Nepomuceno,MG,REGIÃO SUDESTE,0.02628254,0.01512463,0.00414599,0,0,0.02490403,0.00682717,0.07728436,1.47421056546937,0.0506811916249911
1975,1980,3144706,Nova Era,MG,REGIÃO SUDESTE,0.02584556,0.00439179,0.00254751,0.01026726,0,0.00884921,0.00576698,0.0576683,0.946703332451643,0.0313122564888485
1976,1980,3144805,Nova Lima,MG,REGIÃO SUDESTE,0.1157907,0.00896367,0.08283311,1.01182428,0,0.00170273,0.0002715,1.22138599,0.91173998486907,0.0370523560872166
1977,1980,3144904,Nova Módica,MG,REGIÃO SUDESTE,0.00315687,0.00528323,0.00020402,0,0,0.02040949,0.00298886,0.03204247,0.874582817320964,0.0322389725640624
1978,1980,3145000,Nova Ponte,MG,REGIÃO SUDESTE,0.00806675,0.00351174,0.00037952,0.00133647,0,0.02638819,0.00113949,0.04082216,1.97855241056089,0.0950896850837494
1979,1980,3145109,Nova Resende,MG,REGIÃO SUDESTE,0.00641562,0.00910708,0.00042664,0,0,0.01438724,0.02280022,0.0531368,1.0135430623594,0.0340839344949167
1980,1980,3145208,Nova Serrana,MG,REGIÃO SUDESTE,0.01135103,0.00399619,0.00889519,0.00031397,0,0.0092334,0.00751664,0.04130641,0.807962588751925,0.024478949483084
1981,1980,3145307,Novo Cruzeiro,MG,REGIÃO SUDESTE,0.0074578,0.03814456,0.00248777,0,0,0.01950304,0.17379798,0.24139114,2.04025971056609,0.144502432900938
1982,1980,3145406,Olaria,MG,REGIÃO SUDESTE,0.00176969,0.00244056,1.183e-05,0,0,0.00563167,0,0.00985375,0.679732661966465,0.0155428459828104
1983,1980,3145505,Olímpio Noronha,MG,REGIÃO SUDESTE,0.00384685,0.00159927,0.00029483,0,0,0.00286451,0.00100673,0.00961219,0.341259617684732,0.00462833148944621
1984,1980,3145604,Oliveira,MG,REGIÃO SUDESTE,0.05443322,0.0090059,0.01271977,0.00102591,0,0.03449067,0.00310991,0.11478537,1.70269941554613,0.0779342995192452
1985,1980,3145703,Oliveira Fortes,MG,REGIÃO SUDESTE,0.00128347,0.00208499,0.00016229,0,0,0.00751654,5.059e-05,0.01109788,0.597819013784153,0.00962078360510122
1986,1980,3145802,Onça de Pitangui,MG,REGIÃO SUDESTE,0.00084225,0.00327462,0.00011456,0.00133667,0,0.0075224,0.02938523,0.04247573,0.736325146069189,0.0212412295557402
1987,1980,3145901,Ouro Branco,MG,REGIÃO SUDESTE,0.01783288,0.00551785,0.00078438,0,0,0.0026337,0.00608832,0.03285712,0.885444216728332,0.0224210561690591
1988,1980,3146008,Ouro Fino,MG,REGIÃO SUDESTE,0.03222195,0.01275201,0.00785469,0.0010406,0,0.02769308,0.02252457,0.1040869,1.22432085818513,0.046813750204758
1989,1980,3146107,Ouro Preto,MG,REGIÃO SUDESTE,0.17593552,0.02224537,0.07224549,0.53111025,0,0.01009266,0.00613886,0.81776814,2.1768010393594,0.107772847309116
1990,1980,3146206,Ouro Verde de Minas,MG,REGIÃO SUDESTE,0.00464656,0.00974703,0.00075394,0,0,0.00606318,0.00316121,0.02437192,0.630007935976078,0.015065433494736
1991,1980,3146305,Padre Paraíso,MG,REGIÃO SUDESTE,0.01362132,0.01035177,0.00015263,0,0,0.00468753,0.00076404,0.02957729,1.14966901114183,0.0461000739870066
1992,1980,3146404,Paineiras,MG,REGIÃO SUDESTE,0.00624592,0.00433422,0.00028517,0,0,0.02608637,0.00129428,0.03824595,1.80089037277991,0.0547566224777563
1993,1980,3146503,Pains,MG,REGIÃO SUDESTE,0.02140944,0.00509084,0.00153219,0.0008343,0,0.02856914,0.00353613,0.06097205,1.02581274218576,0.0361715562027597
1994,1980,3146602,Paiva,MG,REGIÃO SUDESTE,0.00152517,0.00118541,9.66e-06,0,0,0.00339908,2.364e-05,0.00614296,0.34622687453724,0.00503996490442519
1995,1980,3146701,Palma,MG,REGIÃO SUDESTE,0.00770591,0.00598027,0.00105001,0,0,0.0178525,0.26195293,0.29454162,0.991051333400802,0.0278213423354651
1996,1980,3146909,Papagaios,MG,REGIÃO SUDESTE,0.00985695,0.00394411,0.00048898,0.00104677,0,0.01457843,0.03530015,0.06521538,1.52473675397056,0.0475858830806404
1997,1980,3147006,Paracatu,MG,REGIÃO SUDESTE,0.05492324,0.02764718,0.00812979,0.00216401,0,0.12087184,0.07227222,0.28600828,6.59548258227696,0.697298545590611
1998,1980,3147105,Pará de Minas,MG,REGIÃO SUDESTE,0.0656389,0.00914005,0.10611534,0.00031041,0,0.0339334,0.10944229,0.3245804,1.35270861716157,0.0475791717954711
1999,1980,3147204,Paraguaçu,MG,REGIÃO SUDESTE,0.01715393,0.00740388,0.00934528,0.00102345,0,0.0183749,0.05124284,0.10454428,1.03802440480975,0.0370752853866846
2000,1980,3147303,Paraisópolis,MG,REGIÃO SUDESTE,0.01969391,0.00712921,0.00767592,0.00031315,0,0.02007063,0.00356822,0.05845104,1.11683973476927,0.0289364060438584
2001,1980,3147402,Paraopeba,MG,REGIÃO SUDESTE,0.01997414,0.00320659,0.02073811,0.00102549,0,0.01530038,0.01849202,0.07873674,1.88466103021218,0.0534723044814942
2002,1980,3147501,Passabém,MG,REGIÃO SUDESTE,0.0006444,0.00332327,0,0,0,0.0032616,0,0.00722927,0.49993552461287,0.00815662544317865
2003,1980,3147600,Passa Quatro,MG,REGIÃO SUDESTE,0.02410337,0.00588933,0.01310405,5.9e-07,0,0.01386962,0.0007817,0.05774867,0.843684939905089,0.0243188336936002
2004,1980,3147709,Passa Tempo,MG,REGIÃO SUDESTE,0.00764358,0.00549175,0.0006886,0.00102345,0,0.01647317,0.02233087,0.05365142,0.924852972509863,0.037221559742414
2005,1980,3147808,Passa-Vinte,MG,REGIÃO SUDESTE,0.00520706,0.0034891,0.00163254,0,0,0.00607932,0,0.01640802,0.817883282021227,0.0215500130939153
2006,1980,3147907,Passos,MG,REGIÃO SUDESTE,0.14546175,0.01769637,0.11273265,0.00065642,0,0.0707084,0.00213654,0.34939213,2.19004447346415,0.115682413539669
2007,1980,3148004,Patos de Minas,MG,REGIÃO SUDESTE,0.14655744,0.03326,0.03069258,0.00029901,0,0.14554683,0.024093,0.38044885,4.89695785804049,0.272913296943175
2008,1980,3148103,Patrocínio,MG,REGIÃO SUDESTE,0.06427388,0.01910509,0.04569678,0.00010205,0,0.10310806,0.06199454,0.2942804,2.76150915417274,0.245982875913313
2009,1980,3148202,Patrocínio do Muriaé,MG,REGIÃO SUDESTE,0.00390768,0.00347177,0.00044048,0.00102345,0,0.00654876,0.03223488,0.04762703,0.541454970504185,0.009408394946436
2010,1980,3148301,Paula Cândido,MG,REGIÃO SUDESTE,0.00346401,0.00849365,0.0013074,0,0,0.01078943,0.00177699,0.02583148,0.84606529751063,0.0233743780402784
2011,1980,3148400,Paulistas,MG,REGIÃO SUDESTE,0.00210629,0.00589175,0,0,0,0.00734007,0,0.01533811,0.69631279533581,0.0186988532890195
2012,1980,3148509,Pavão,MG,REGIÃO SUDESTE,0.00509604,0.01010601,0.00020402,0,0,0.03686911,0.00432395,0.05659912,1.54011720723098,0.0508504109742651
2013,1980,3148608,Peçanha,MG,REGIÃO SUDESTE,0.01256163,0.02361244,0.00055418,4.78e-06,0,0.03226327,0.00159238,0.07058868,1.78420095900799,0.097352434337575
2014,1980,3148707,Pedra Azul,MG,REGIÃO SUDESTE,0.02193518,0.00946175,0.00372178,0.00109074,0,0.04891834,0.40443741,0.4895652,2.18373370296184,0.136795281799812
2015,1980,3148806,Pedra do Anta,MG,REGIÃO SUDESTE,0.00183076,0.00464476,0,0,0,0.00711213,0.0003132,0.01390085,0.643784397152759,0.0141355661457373
2016,1980,3148905,Pedra do Indaiá,MG,REGIÃO SUDESTE,0.00300658,0.00455994,0.00073845,0,0,0.01505277,0.00029445,0.02365219,0.857906503991807,0.0301587751366158
2017,1980,3149002,Pedra Dourada,MG,REGIÃO SUDESTE,0.0014686,0.00124807,6.8e-07,0,0,0.0040164,0.0012395,0.00797325,0.369946874693614,0.00607655519353395
2018,1980,3149101,Pedralva,MG,REGIÃO SUDESTE,0.00636874,0.0094112,0.00560755,0,0,0.01122492,0.09175249,0.12436491,0.604399359611354,0.0189556410085842
2019,1980,3149200,Pedrinópolis,MG,REGIÃO SUDESTE,0.0052643,0.0022495,0.00010873,0,0,0.01633283,1.832e-05,0.02397368,0.832821395853476,0.0307641127269932
2020,1980,3149309,Pedro Leopoldo,MG,REGIÃO SUDESTE,0.06146914,0.01307189,0.02885965,0.01312752,0,0.01756171,0.02840269,0.16249261,1.15720933429302,0.0252148940292861
2021,1980,3149408,Pedro Teixeira,MG,REGIÃO SUDESTE,0.00088934,0.00174247,0,0,0,0.00341366,0,0.00604548,0.49742103193451,0.00994213280873257
2022,1980,3149507,Pequeri,MG,REGIÃO SUDESTE,0.00692881,0.0006357,0.00111149,0.00133647,0,0.00289505,0.00380056,0.01670809,0.528357312451252,0.00795394797531858
2023,1980,3149606,Pequi,MG,REGIÃO SUDESTE,0.00450299,0.00188477,8.115e-05,0,0,0.00810783,0.00053583,0.01511256,0.665573670407009,0.0176112109186347
2024,1980,3149705,Perdigão,MG,REGIÃO SUDESTE,0.00432261,0.00257972,0.00157845,1e-08,0,0.01021791,0.01698897,0.03568766,0.772125624776284,0.0214378774482787
2025,1980,3149804,Perdizes,MG,REGIÃO SUDESTE,0.00593437,0.0094414,0.00108495,0.00102352,0,0.07384464,0.00700003,0.09832891,2.99131422471943,0.21067035250617
2026,1980,3149903,Perdões,MG,REGIÃO SUDESTE,0.02034022,0.00600797,0.00609765,0,0,0.01287359,0.00431251,0.04963194,1.0238059859618,0.0240046207569639
2027,1980,3150000,Pescador,MG,REGIÃO SUDESTE,0.00333537,0.00308145,0.00195829,0,0,0.01329876,0.02202072,0.04369459,0.810790703040937,0.0270674976115593
2028,1980,3150109,Piau,MG,REGIÃO SUDESTE,0.00224573,0.0034312,0,0.00102345,0,0.01166171,0.03864434,0.05700643,0.713063748736918,0.0166686417033861
2029,1980,3150208,Piedade de Ponte Nova,MG,REGIÃO SUDESTE,0.00317613,0.00389284,0,0,0,0.00381805,3.911e-05,0.01092613,0.388573379029863,0.00726117498763315
2030,1980,3150307,Piedade do Rio Grande,MG,REGIÃO SUDESTE,0.00508853,0.00424835,0.00091807,0,0,0.01056754,0,0.0208225,0.96108209472777,0.0281327559557687
2031,1980,3150406,Piedade dos Gerais,MG,REGIÃO SUDESTE,0.00129078,0.00469217,0,0,0,0.00999034,4.285e-05,0.01601614,0.788571544280934,0.0223811316231709
2032,1980,3150505,Pimenta,MG,REGIÃO SUDESTE,0.01019223,0.00281476,0.00024261,0.00031302,0,0.01644895,0.02119537,0.05120693,1.01359867370011,0.0360392809119446
2033,1980,3150604,Piracema,MG,REGIÃO SUDESTE,0.00435504,0.00666046,0.0010618,1.756e-05,0,0.01644416,0.00015011,0.02868913,0.821738545160513,0.0242534107899972
2034,1980,3150703,Pirajuba,MG,REGIÃO SUDESTE,0.00472773,0.00178862,0.00041015,0,0,0.01155006,0,0.01847656,0.938091347639468,0.0287069943481895
2035,1980,3150802,Piranga,MG,REGIÃO SUDESTE,0.00625581,0.01854682,0.00016693,2.05e-06,0,0.01448974,0,0.03946135,1.32244416984959,0.0570477554620975
2036,1980,3150901,Piranguçu,MG,REGIÃO SUDESTE,0.00458992,0.00523329,8.115e-05,0.00102345,0,0.00934322,0.03714756,0.05741859,0.672271128570514,0.0182097565289059
2037,1980,3151008,Piranguinho,MG,REGIÃO SUDESTE,0.00580813,0.00490674,0.00055897,0.00102345,0,0.0070355,0.00074072,0.02007352,0.750079408597749,0.011447955575863
2038,1980,3151107,Pirapetinga,MG,REGIÃO SUDESTE,0.00967564,0.00432765,0.00538658,1.3e-07,0,0.01251412,0.04986959,0.08177371,0.71310615974274,0.0166961804805672
2039,1980,3151206,Pirapora,MG,REGIÃO SUDESTE,0.10962781,0.00170877,0.03295105,3.4e-07,0,0.00924816,0.41344022,0.56697634,1.12240822895494,0.0489682620990389
2040,1980,3151305,Piraúba,MG,REGIÃO SUDESTE,0.0102031,0.00852298,0.00058943,0,0,0.00796904,0.0385303,0.06581486,0.589715002815039,0.0124676482820649
2041,1980,3151404,Pitangui,MG,REGIÃO SUDESTE,0.02479907,0.00612522,0.01938839,0.00133856,0,0.01828945,0.00227206,0.07221275,1.14274683640844,0.048926104232535
2042,1980,3151503,Piumhi,MG,REGIÃO SUDESTE,0.05522779,0.00537866,0.00321925,0.00031302,0,0.03715386,0.01390876,0.11520134,1.56647021825146,0.0778720771078484
2043,1980,3151602,Planura,MG,REGIÃO SUDESTE,0.01468889,0.00307997,0.00134163,0.00031302,0,0.00960307,0.01388422,0.0429108,0.848224703718881,0.0275674029077383
2044,1980,3151701,Poço Fundo,MG,REGIÃO SUDESTE,0.01131581,0.01029038,0.00188888,0,0,0.0263373,0.00678615,0.05661851,1.0119851928935,0.041462838284663
2045,1980,3151800,Poços de Caldas,MG,REGIÃO SUDESTE,0.24919321,0.00804543,0.15940567,0.1571488,0,0.01639387,0.02430683,0.6144938,1.29649587396008,0.0476489908372898
2046,1980,3151909,Pocrane,MG,REGIÃO SUDESTE,0.01023597,0.01199638,0.00174545,0,0,0.0319713,0.21379849,0.26974759,1.33131636397272,0.0597413892753503
2047,1980,3152006,Pompéu,MG,REGIÃO SUDESTE,0.02776311,0.00900698,0.00175776,0.00013082,0,0.06531077,0.01631571,0.12028515,2.76581334568111,0.219661871277056
2048,1980,3152105,Ponte Nova,MG,REGIÃO SUDESTE,0.11398304,0.01930721,0.03125401,0.00017159,0,0.02157728,0.01489112,0.20118426,1.27315686282119,0.0483750464668365
2049,1980,3152204,Porteirinha,MG,REGIÃO SUDESTE,0.02892713,0.05012162,0.00098856,0,0,0.06483208,0.51046579,0.65533517,4.20058798867587,0.275057897288043
2050,1980,3152303,Porto Firme,MG,REGIÃO SUDESTE,0.00372488,0.01017259,0.00025494,0.00031302,0,0.01087329,0.00013451,0.02547323,0.984453423301334,0.0247093866190807
2051,1980,3152402,Poté,MG,REGIÃO SUDESTE,0.00698981,0.01633087,0.00067483,0,0,0.01404109,0.02227101,0.06030761,1.53116490760225,0.0537943837662403
2052,1980,3152501,Pouso Alegre,MG,REGIÃO SUDESTE,0.10047234,0.00956341,0.08655522,0.00133681,0,0.0271264,0.03580173,0.26085591,1.10456148208879,0.0476761298830389
2053,1980,3152600,Pouso Alto,MG,REGIÃO SUDESTE,0.00562852,0.00445388,0.00070775,0,0,0.01769298,0.00721786,0.03570099,0.84206164969188,0.022875867036127
2054,1980,3152709,Prados,MG,REGIÃO SUDESTE,0.00555062,0.00526735,0.00315537,0.00099292,0,0.00863017,9.7e-07,0.0235974,1.0639135846965,0.0230560758126432
2055,1980,3152808,Prata,MG,REGIÃO SUDESTE,0.02256499,0.01579698,0.00136752,4.9e-07,0,0.21763918,0.0016316,0.25900076,3.58244568959205,0.418130258359528
2056,1980,3152907,Pratápolis,MG,REGIÃO SUDESTE,0.0308712,0.00622845,0.0131093,0.00742153,0,0.01645686,0.00130638,0.07539373,1.1307781587631,0.031809165436143
2057,1980,3153004,Pratinha,MG,REGIÃO SUDESTE,0.00695539,0.00208502,0,0,0,0.01555908,0,0.0245995,1.33678390115978,0.0545148790500758
2058,1980,3153103,Presidente Bernardes,MG,REGIÃO SUDESTE,0.00312069,0.00886179,0.00039469,0,0,0.00719932,0.00025117,0.01982766,0.709784803962976,0.0205984264202857
2059,1980,3153202,Presidente Juscelino,MG,REGIÃO SUDESTE,0.00196538,0.00666317,1.042e-05,0,0,0.01866722,0.04257045,0.06987664,2.31451118303649,0.0593829809650184
2060,1980,3153301,Presidente Kubitschek,MG,REGIÃO SUDESTE,0.00204307,0.00196606,0,0,0,0.00097203,5.69e-06,0.00498684,0.661494440306154,0.0162018316812758
2061,1980,3153400,Presidente Olegário,MG,REGIÃO SUDESTE,0.01491677,0.02364496,0.000509,3.5e-07,0,0.09679732,0.00281074,0.13867913,4.410407887373,0.405305159960697
2062,1980,3153509,Alto Jequitibá,MG,REGIÃO SUDESTE,0.00568345,0.00603684,2.481e-05,0,0,0.00450885,0.00016921,0.01642317,0.705625142002644,0.0131658132620371
2063,1980,3153608,Prudente de Morais,MG,REGIÃO SUDESTE,0.01178461,0.00179829,0.0020219,0.00134911,0,0.00755413,0.00823322,0.03274127,0.522347753429233,0.0106870256879487
2064,1980,3153707,Quartel Geral,MG,REGIÃO SUDESTE,0.00390581,0.0019744,0.00019366,0,0,0.01930464,0.00207773,0.02745625,1.73090330413757,0.0469447099471589
2065,1980,3153806,Queluzito,MG,REGIÃO SUDESTE,0.00057772,0.0023861,0,0.00031302,0,0.00598711,0.00611937,0.01538331,0.566618484365424,0.0133646507570724
2066,1980,3153905,Raposos,MG,REGIÃO SUDESTE,0.0303579,0.0010936,0.00112953,0.00133647,0,0.00016896,0,0.03408647,0.404056126365857,0.00620059487762058
2067,1980,3154002,Raul Soares,MG,REGIÃO SUDESTE,0.02364469,0.02754548,0.01132021,4.946e-05,0,0.05257099,0.03582992,0.15096075,1.64796722357523,0.0764604368770994
2068,1980,3154101,Recreio,MG,REGIÃO SUDESTE,0.01091026,0.00422882,0.00239296,0,0,0.01451121,0.08851123,0.12055448,0.729513417096053,0.0204323164665964
2069,1980,3154200,Resende Costa,MG,REGIÃO SUDESTE,0.00817276,0.00630127,0.0010409,0.0003526,0,0.02016514,0.00082503,0.0368577,1.43192090334536,0.0549329995646222
2070,1980,3154309,Resplendor,MG,REGIÃO SUDESTE,0.03092216,0.0114379,0.0042182,0,0,0.06435344,0.14874882,0.25968051,1.47690654813671,0.0921363620560015
2071,1980,3154408,Ressaquinha,MG,REGIÃO SUDESTE,0.00486688,0.00812955,0.00614841,0.00102345,0,0.01250587,0.02455642,0.05723058,0.893029658443056,0.0272922003547362
2072,1980,3154507,Riacho dos Machados,MG,REGIÃO SUDESTE,0.00161786,0.01153962,0,0,0,0.01548105,0.00451166,0.03315019,2.40374604672313,0.110501026036439
2073,1980,3154606,Ribeirão das Neves,MG,REGIÃO SUDESTE,0.15702755,0.00805773,0.00329502,0.00102419,0,0.00571668,0.00667087,0.18179204,0.617078608972986,0.0132398327772362
2074,1980,3154705,Ribeirão Vermelho,MG,REGIÃO SUDESTE,0.00779847,0.00084289,9.157e-05,1.6e-07,0,0.00248748,5.015e-05,0.01127072,0.331484378281644,0.00353680207300559
2075,1980,3154804,Rio Acima,MG,REGIÃO SUDESTE,0.01579949,0.00232784,0.00637496,0.01030281,0,0.00100208,8.479e-05,0.03589196,0.705420652759744,0.0197037798075992
2076,1980,3154903,Rio Casca,MG,REGIÃO SUDESTE,0.01740195,0.01093859,0.00930808,0,0,0.02380385,0.00444984,0.06590231,1.25235685819672,0.0332614182086107
2077,1980,3155009,Rio Doce,MG,REGIÃO SUDESTE,0.00286421,0.00236768,0.00028593,0,0,0.00493775,3.123e-05,0.0104868,0.603076016592422,0.00973237717995589
2078,1980,3155108,Rio do Prado,MG,REGIÃO SUDESTE,0.00787615,0.01253053,1.107e-05,0,0,0.03765061,0.00516301,0.06323137,1.77696100608495,0.0776027893175555
2079,1980,3155207,Rio Espera,MG,REGIÃO SUDESTE,0.00482255,0.00826033,0.00105808,0,0,0.00694695,0.00010797,0.02119588,0.817104041076961,0.0207206700212862
2080,1980,3155306,Rio Manso,MG,REGIÃO SUDESTE,0.00211549,0.00540937,0,0,0,0.00854226,0.00622628,0.0222934,0.729124456762712,0.0201186197284118
2081,1980,3155405,Rio Novo,MG,REGIÃO SUDESTE,0.01293212,0.00538321,0.00245209,2.4e-07,0,0.01644474,0.10386479,0.14107719,1.05084704969652,0.0312897680043197
2082,1980,3155504,Rio Paranaíba,MG,REGIÃO SUDESTE,0.01025498,0.00977214,0.00052997,0.00031302,0,0.03918763,0.02138063,0.08143837,1.61054850183557,0.116160216674527
2083,1980,3155603,Rio Pardo de Minas,MG,REGIÃO SUDESTE,0.00680456,0.05469588,1.41e-06,0,0,0.02920285,2.81834408,2.90904878,4.14642115567822,0.552164698837089
2084,1980,3155702,Rio Piracicaba,MG,REGIÃO SUDESTE,0.02612976,0.00519965,0.00545143,0.13419758,0,0.01231291,3.286e-05,0.18332419,0.965933920444057,0.032059007204935
2085,1980,3155801,Rio Pomba,MG,REGIÃO SUDESTE,0.0221037,0.00691765,0.00219375,0.00031302,0,0.01574349,0.00318619,0.0504578,0.943500223525135,0.0219168797390772
2086,1980,3155900,Rio Preto,MG,REGIÃO SUDESTE,0.0117748,0.00660171,0.0001514,4.365e-05,0,0.02515855,0.00609479,0.04982489,1.61004112359714,0.0666584925562655
2087,1980,3156007,Rio Vermelho,MG,REGIÃO SUDESTE,0.00317226,0.01849733,0.00144839,0,0,0.01698725,0,0.04010523,1.82520565741294,0.0827775454264919
2088,1980,3156106,Ritápolis,MG,REGIÃO SUDESTE,0.00730814,0.00400101,0.00749442,0.00133967,0,0.00988158,4.378e-05,0.0300686,0.925894621720271,0.0338236024591374
2089,1980,3156205,Rochedo de Minas,MG,REGIÃO SUDESTE,0.00267474,0.00110535,0.0002927,0,0,0.00519627,0.00216948,0.01143854,0.389629258130279,0.00700156312066163
2090,1980,3156304,Rodeiro,MG,REGIÃO SUDESTE,0.00249563,0.00293894,0.00034434,0,0,0.00355679,0.0072335,0.0165692,0.40627860193318,0.00611329238306132
2091,1980,3156403,Romaria,MG,REGIÃO SUDESTE,0.00562626,0.00091164,8.115e-05,0.00133647,0,0.00822161,0.0145738,0.03075093,0.826767056465061,0.0344308428905507
2092,1980,3156502,Rubelita,MG,REGIÃO SUDESTE,0.00174489,0.01382152,9.66e-06,0.00102345,0,0.03543103,0.00851437,0.06054494,1.7568181687252,0.0934224451245397
2093,1980,3156601,Rubim,MG,REGIÃO SUDESTE,0.01163978,0.00745045,0.00036485,0.00102345,0,0.05158147,0.01184207,0.08390207,1.65163205174887,0.0822115674615228
